Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0012647	Mcavernosa17183-RA	plut2.m8.6463.m1
OG0012648	Mcavernosa17181-RA	plut2.m8.6462.m1
OG0012649	Mcavernosa17185-RA	plut2.m8.6464.m1
OG0012651	Mcavernosa17184-RA	plut2.m8.6460.m1
OG0012652	Mcavernosa18320-RA	plut2.m8.3362.m1
OG0012653	Mcavernosa18326-RA	plut2.m8.12507.m1
OG0012654	Mcavernosa30854-RA	plut2.m8.20764.m1
OG0012655	Mcavernosa30853-RA	plut2.m8.20765.m1
OG0012656	Mcavernosa05734-RA	plut2.m8.24535.m1
OG0012657	Mcavernosa31542-RA	plut2.m8.28305.m1
OG0012659	Mcavernosa31535-RA, Mcavernosa31536-RA	plut2.m8.28308.m1
OG0012660	Mcavernosa31537-RA	plut2.m8.28310.m1
OG0012661	Mcavernosa31530-RA	plut2.m8.28307.m1
OG0012662	Mcavernosa31541-RA	plut2.m8.28311.m1
OG0012663	Mcavernosa11121-RA	plut2.m8.10767.m1
OG0012664	Mcavernosa06526-RA	plut2.m8.11484.m1
OG0012665	Mcavernosa34841-RA	plut2.m8.11453.m1
OG0012666	Mcavernosa01272-RA	plut2.m8.23052.m1
OG0012667	Mcavernosa01271-RA	plut2.m8.23055.m1
OG0012668	Mcavernosa01273-RA	jamg1.model.Sc0000504.13
OG0012669	Mcavernosa06531-RA	plut2.m8.11499.m1
OG0012670	Mcavernosa06525-RA	plut2.m8.11487.m1
OG0012671	Mcavernosa34842-RA	plut2.m8.11450.m1
OG0012672	Mcavernosa04846-RA	plut2.m8.11446.m1
OG0012673	Mcavernosa04011-RA	plut2.m8.8997.m1
OG0012674	Mcavernosa05329-RA	plut2.m8.8994.m1
OG0012675	Mcavernosa04010-RA	plut2.m8.9005.m1
OG0012677	Mcavernosa17230-RA	plut2.m8.16624.m1
OG0012678	Mcavernosa17229-RA	plut2.m8.16630.m1
OG0012680	Mcavernosa09675-RA	plut2.m8.16178.m1
OG0012681	Mcavernosa09674-RA	plut2.m8.16179.m1
OG0012682	Mcavernosa11823-RA	plut2.m8.14205.m1
OG0012684	Mcavernosa03670-RA	plut2.m8.5681.m1
OG0012686	Mcavernosa03672-RA	plut2.m8.5677.m1
OG0012687	Mcavernosa03673-RA	plut2.m8.5676.m1
OG0012688	Mcavernosa03675-RA	plut2.m8.5670.m1
OG0012689	Mcavernosa03680-RA	plut2.m8.5666.m1
OG0012690	Mcavernosa08037-RA	plut2.m8.5122.m1
OG0012691	Mcavernosa02391-RA	plut2.m8.12365.m1
OG0012692	Mcavernosa01101-RA	plut2.m8.13018.m1
OG0012693	Mcavernosa15718-RA	plut2.m8.21363.m1
OG0012694	Mcavernosa15715-RA	plut2.m8.15766.m1
OG0012695	Mcavernosa07498-RA	plut2.m8.21366.m1
OG0012696	Mcavernosa07497-RA	plut2.m8.21353.m1
OG0012697	Mcavernosa01093-RA	plut2.m8.13020.m1
OG0012698	Mcavernosa01100-RA	plut2.m8.13019.m1
OG0012699	Mcavernosa07495-RA	plut2.m8.21365.m1
OG0012701	Mcavernosa01259-RA	plut2.m8.5622.m1
OG0012702	Mcavernosa01262-RA	plut2.m8.5623.m1
OG0012703	Mcavernosa18701-RA	plut2.m8.2426.m1
OG0012704	Mcavernosa34781-RA	plut2.m8.2407.m1
OG0012705	Mcavernosa22607-RA	plut2.m8.4203.m1
OG0012706	Mcavernosa18875-RA	plut2.m8.15044.m1
OG0012707	Mcavernosa03043-RA	plut2.m8.7581.m1
OG0012708	Mcavernosa18867-RA	plut2.m8.15051.m1
OG0012709	Mcavernosa07083-RA	plut2.m8.14318.m1
OG0012711	Mcavernosa06721-RA	plut2.m8.24593.m1
OG0012712	Mcavernosa14562-RA	plut2.m8.23804.m1
OG0012713	Mcavernosa18358-RA	plut2.m8.1968.m1
OG0012714	Mcavernosa18360-RA	plut2.m8.1957.m1
OG0012715	Mcavernosa18368-RA	plut2.m8.1959.m1
OG0012716	Mcavernosa19318-RA	plut2.m8.1950.m1
OG0012717	Mcavernosa02706-RA	plut2.m8.4558.m1
OG0012718	Mcavernosa02708-RA	plut2.m8.4556.m1
OG0012719	Mcavernosa02713-RA	plut2.m8.4559.m1
OG0012720	Mcavernosa02705-RA	plut2.m8.4600.m1
OG0012725	Mcavernosa14480-RA	plut2.m8.4809.m1
OG0012726	Mcavernosa07767-RA	plut2.m8.10730.m1
OG0012727	Mcavernosa11264-RA	plut2.m8.10735.m1
OG0012729	Mcavernosa11263-RA	plut2.m8.10740.m1
OG0012731	Mcavernosa07766-RA	plut2.m8.10722.m1
OG0012732	Mcavernosa03164-RA	plut2.m8.8031.m1
OG0012733	Mcavernosa06445-RA	plut2.m8.8021.m1
OG0012734	Mcavernosa32130-RA	plut2.m8.8037.m1
OG0012736	Mcavernosa10563-RA	plut2.m8.11883.m1
OG0012737	Mcavernosa03111-RA	plut2.m8.28599.m1
OG0012738	Mcavernosa12710-RA	plut2.m8.16527.m1
OG0012739	Mcavernosa12706-RA	plut2.m8.16526.m1
OG0012740	Mcavernosa31758-RA	plut2.m8.4742.m1
OG0012741	Mcavernosa31752-RA	plut2.m8.4753.m1
OG0012742	Mcavernosa31756-RA	plut2.m8.4741.m1
OG0012745	Mcavernosa21138-RA	plut2.m8.12310.m1
OG0012746	Mcavernosa26284-RA	plut2.m8.32408.m1
OG0012747	Mcavernosa26281-RA	plut2.m8.32414.m1
OG0012748	Mcavernosa07488-RA	plut2.m8.11562.m1
OG0012749	Mcavernosa07489-RA	plut2.m8.11564.m1
OG0012750	Mcavernosa07490-RA	plut2.m8.11559.m1
OG0012751	Mcavernosa23755-RA	plut2.m8.11571.m1
OG0012752	Mcavernosa23754-RA	plut2.m8.11577.m1
OG0012753	Mcavernosa07479-RA	plut2.m8.11580.m1
OG0012754	Mcavernosa15829-RA	plut2.m8.1582.m1
OG0012755	Mcavernosa23074-RA	plut2.m8.5419.m1
OG0012756	Mcavernosa15828-RA	jamg1.model.Sc0000011.118
OG0012757	Mcavernosa18161-RA	plut2.m8.5387.m1
OG0012758	Mcavernosa18165-RA	plut2.m8.5384.m1
OG0012759	Mcavernosa13991-RA	plut2.m8.29150.m1
OG0012760	Mcavernosa26202-RA	plut2.m8.22009.m1
OG0012761	Mcavernosa25366-RA	plut2.m8.12807.m1
OG0012762	Mcavernosa09085-RA	plut2.m8.12804.m1
OG0012763	Mcavernosa09083-RA	plut2.m8.12805.m1
OG0012764	Mcavernosa25367-RA	plut2.m8.12809.m1
OG0012765	Mcavernosa30905-RA	plut2.m8.13039.m1
OG0012766	Mcavernosa30907-RA	plut2.m8.13045.m1
OG0012767	Mcavernosa15941-RA	plut2.m8.22049.m1
OG0012768	Mcavernosa15939-RA	plut2.m8.22050.m1
OG0012769	Mcavernosa11214-RA	plut2.m8.21582.m1
OG0012770	Mcavernosa06641-RA	plut2.m8.751.m1
OG0012771	Mcavernosa23319-RA	jamg1.model.xpSc0007419.2, plut2.m8.9351.m1, jamg1.model.Sc0000106.50
OG0012772	Mcavernosa18213-RA	plut2.m8.31856.m1
OG0012773	Mcavernosa32932-RA	jamg1.model.Sc0000696.2
OG0012773	Mcavernosa18225-RA	plut2.m8.25396.m1
OG0012774	Mcavernosa18220-RA	plut2.m8.25397.m1
OG0012775	Mcavernosa18206-RA	plut2.m8.17982.m1
OG0012776	Mcavernosa18198-RA	plut2.m8.17989.m1
OG0012777	Mcavernosa18197-RA	plut2.m8.17986.m1
OG0012778	Mcavernosa15687-RA	jamg1.model.Sc0000567.9
OG0012779	Mcavernosa21220-RA	plut2.m8.24024.m1
OG0012781	Mcavernosa23178-RA	plut2.m8.14730.m1
OG0012782	Mcavernosa18583-RA	plut2.m8.25376.m1
OG0012783	Mcavernosa18581-RA	plut2.m8.25370.m1
OG0012784	Mcavernosa31935-RA	plut2.m8.18190.m1
OG0012785	Mcavernosa31936-RA	plut2.m8.18180.m1
OG0012786	Mcavernosa18580-RA	plut2.m8.25378.m1
OG0012788	Mcavernosa17934-RA	plut2.m8.23786.m1
OG0012789	Mcavernosa28490-RA	plut2.m8.23787.m1
OG0012790	Mcavernosa22634-RA	plut2.m8.18024.m1
OG0012792	Mcavernosa22636-RA	plut2.m8.14741.m1
OG0012793	Mcavernosa22635-RA	plut2.m8.18023.m1
OG0012794	Mcavernosa20868-RA	plut2.m8.3648.m1
OG0012795	Mcavernosa03550-RA	plut2.m8.19430.m1
OG0012796	Mcavernosa26171-RA	plut2.m8.19423.m1
OG0012797	Mcavernosa09152-RA	plut2.m8.19750.m1
OG0012798	Mcavernosa09151-RA	plut2.m8.19756.m1
OG0012799	Mcavernosa09137-RA	plut2.m8.19736.m1
OG0012800	Mcavernosa09133-RA	plut2.m8.19743.m1
OG0012801	Mcavernosa09153-RA	plut2.m8.19753.m1
OG0012803	Mcavernosa02703-RA	plut2.m8.4592.m1
OG0012805	Mcavernosa00115-RA	plut2.m8.20055.m1
OG0012806	Mcavernosa00117-RA	plut2.m8.20067.m1
OG0012807	Mcavernosa00119-RA	plut2.m8.20054.m1
OG0012808	Mcavernosa14227-RA	plut2.m8.32831.m1
OG0012809	Mcavernosa14216-RA	plut2.m8.30692.m1
OG0012810	Mcavernosa14220-RA	plut2.m8.30693.m1
OG0012811	Mcavernosa02164-RA	plut2.m8.1551.m1
OG0012812	Mcavernosa02162-RA	plut2.m8.1552.m1
OG0012813	Mcavernosa07303-RA	plut2.m8.3255.m1
OG0012814	Mcavernosa31245-RA	plut2.m8.3247.m1
OG0012815	Mcavernosa00959-RA	plut2.m8.10786.m1
OG0012816	Mcavernosa00961-RA	plut2.m8.10784.m1
OG0012819	Mcavernosa15122-RA	plut2.m8.6850.m1
OG0012821	Mcavernosa24099-RA	plut2.m8.23784.m1
OG0012822	Mcavernosa21011-RA	jamg1.model.Sc0000069.97
OG0012823	Mcavernosa21003-RA	plut2.m8.7052.m1
OG0012825	Mcavernosa05463-RA	plut2.m8.2047.m1
OG0012826	Mcavernosa05461-RA	plut2.m8.2044.m1
OG0012827	Mcavernosa21016-RA	plut2.m8.7062.m1
OG0012828	Mcavernosa23326-RA	plut2.m8.27831.m1
OG0012829	Mcavernosa21015-RA	plut2.m8.7064.m1
OG0012830	Mcavernosa05476-RA	plut2.m8.7067.m1
OG0012832	Mcavernosa25961-RA	plut2.m8.24136.m1
OG0012833	Mcavernosa25963-RA	plut2.m8.24131.m1
OG0012834	Mcavernosa04716-RA	plut2.m8.28846.m1
OG0012835	Mcavernosa04708-RA	plut2.m8.28853.m1
OG0012836	Mcavernosa04702-RA	plut2.m8.28854.m1
OG0012837	Mcavernosa04704-RA	plut2.m8.28856.m1
OG0012838	Mcavernosa04712-RA	plut2.m8.28845.m1
OG0012839	Mcavernosa04924-RA	plut2.m8.20139.m1
OG0012841	Mcavernosa11205-RA	plut2.m8.9544.m1
OG0012842	Mcavernosa11199-RA	plut2.m8.9542.m1
OG0012843	Mcavernosa11197-RA	plut2.m8.9541.m1
OG0012844	Mcavernosa11202-RA	plut2.m8.9545.m1
OG0012846	Mcavernosa32033-RA	plut2.m8.30181.m1
OG0012848	Mcavernosa24363-RA	plut2.m8.11431.m1
OG0012849	Mcavernosa24375-RA	plut2.m8.11438.m1
OG0012850	Mcavernosa24374-RA	plut2.m8.11434.m1
OG0012851	Mcavernosa15466-RA	plut2.m8.21016.m1
OG0012852	Mcavernosa08783-RA	plut2.m8.21025.m1
OG0012854	Mcavernosa21604-RA	plut2.m8.32865.m1
OG0012855	Mcavernosa06656-RA	plut2.m8.9279.m1
OG0012856	Mcavernosa21601-RA	plut2.m8.32866.m1
OG0012857	Mcavernosa04926-RA	plut2.m8.16393.m1
OG0012858	Mcavernosa03664-RA	plut2.m8.9264.m1
OG0012859	Mcavernosa16931-RA	plut2.m8.12434.m1
OG0012860	Mcavernosa25651-RA	plut2.m8.30175.m1
OG0012861	Mcavernosa29682-RA	plut2.m8.1865.m1
OG0012863	Mcavernosa24980-RA	plut2.m8.6015.m1
OG0012864	Mcavernosa06918-RA	plut2.m8.15136.m1
OG0012865	Mcavernosa25086-RA	plut2.m8.27312.m1
OG0012866	Mcavernosa25070-RA	plut2.m8.27315.m1
OG0012867	Mcavernosa25068-RA	plut2.m8.27316.m1
OG0012868	Mcavernosa27794-RA	plut2.m8.24119.m1
OG0012869	Mcavernosa01631-RA	plut2.m8.24107.m1
OG0012870	Mcavernosa23584-RA	plut2.m8.2154.m1
OG0012871	Mcavernosa23586-RA	plut2.m8.2150.m1
OG0012873	Mcavernosa27791-RA	plut2.m8.24120.m1
OG0012874	Mcavernosa27792-RA	plut2.m8.24108.m1
OG0012875	Mcavernosa27793-RA	plut2.m8.22569.m1
OG0012876	Mcavernosa19888-RA	plut2.m8.442.m1
OG0012877	Mcavernosa33015-RA, Mcavernosa19891-RA	plut2.m8.453.m1
OG0012878	Mcavernosa20104-RA	plut2.m8.463.m1
OG0012880	Mcavernosa18001-RA	plut2.m8.8761.m1
OG0012881	Mcavernosa17546-RA	plut2.m8.8770.m1
OG0012882	Mcavernosa18714-RA	plut2.m8.7573.m1
OG0012883	Mcavernosa03051-RA, Mcavernosa03048-RA	plut2.m8.7578.m1
OG0012884	Mcavernosa18712-RA	plut2.m8.7569.m1
OG0012887	Mcavernosa19107-RA	plut2.m8.31583.m1
OG0012888	Mcavernosa32008-RA	plut2.m8.24255.m1
OG0012889	Mcavernosa08284-RA	plut2.m8.26598.m1
OG0012890	Mcavernosa03052-RA	plut2.m8.7579.m1
OG0012891	Mcavernosa28252-RA	plut2.m8.18109.m1
OG0012892	Mcavernosa07059-RA	plut2.m8.55.m1
OG0012893	Mcavernosa07058-RA	plut2.m8.54.m1
OG0012894	Mcavernosa28816-RA	plut2.m8.65.m1
OG0012895	Mcavernosa11325-RA	plut2.m8.12587.m1
OG0012896	Mcavernosa11327-RA	plut2.m8.12588.m1
OG0012897	Mcavernosa11328-RA	plut2.m8.12583.m1
OG0012898	Mcavernosa11329-RA	plut2.m8.12584.m1
OG0012899	Mcavernosa11320-RA	plut2.m8.12579.m1
OG0012900	Mcavernosa11319-RA	plut2.m8.12572.m1
OG0012901	Mcavernosa18937-RA	plut2.m8.11635.m1
OG0012903	Mcavernosa07708-RA	plut2.m8.10682.m1
OG0012904	Mcavernosa07666-RA	plut2.m8.18126.m1
OG0012905	Mcavernosa07665-RA	plut2.m8.18131.m1
OG0012906	Mcavernosa07687-RA	plut2.m8.17710.m1
OG0012907	Mcavernosa07686-RA	plut2.m8.17711.m1
OG0012908	Mcavernosa11384-RA	plut2.m8.21587.m1
OG0012909	Mcavernosa04952-RA	plut2.m8.15764.m1
OG0012910	Mcavernosa27028-RA	plut2.m8.23732.m1, plut2.m8.17390.m1
OG0012911	Mcavernosa04955-RA	plut2.m8.15765.m1
OG0012912	Mcavernosa26208-RA	plut2.m8.25562.m1
OG0012913	Mcavernosa09413-RA	plut2.m8.4013.m1
OG0012914	Mcavernosa20511-RA	plut2.m8.26801.m1
OG0012915	Mcavernosa18947-RA	plut2.m8.16939.m1
OG0012916	Mcavernosa30964-RA	plut2.m8.13299.m1
OG0012917	Mcavernosa30965-RA	jamg1.model.Sc0000178.35
OG0012918	Mcavernosa18944-RA	plut2.m8.31713.m1
OG0012919	Mcavernosa23595-RA	jamg1.model.Sc0000008.6
OG0012920	Mcavernosa23597-RA	plut2.m8.1128.m1
OG0012921	Mcavernosa13954-RA	plut2.m8.1231.m1
OG0012922	Mcavernosa13971-RA	plut2.m8.1219.m1
OG0012923	Mcavernosa13972-RA	plut2.m8.1207.m1
OG0012924	Mcavernosa13974-RA	plut2.m8.1209.m1
OG0012925	Mcavernosa13976-RA	plut2.m8.1212.m1
OG0012926	Mcavernosa13977-RA	plut2.m8.1208.m1
OG0012928	Mcavernosa14393-RA	plut2.m8.6589.m1
OG0012929	Mcavernosa00058-RA	plut2.m8.13950.m1
OG0012930	Mcavernosa26627-RA	plut2.m8.8698.m1
OG0012932	Mcavernosa21147-RA	plut2.m8.28883.m1
OG0012934	Mcavernosa20961-RA	plut2.m8.4390.m1
OG0012935	Mcavernosa20949-RA	jamg1.model.Sc0000521.7
OG0012936	Mcavernosa20950-RA	plut2.m8.23325.m1
OG0012937	Mcavernosa20953-RA	plut2.m8.23334.m1
OG0012939	Mcavernosa27170-RA	plut2.m8.23330.m1
OG0012940	Mcavernosa12750-RA	plut2.m8.24169.m1
OG0012941	Mcavernosa32823-RA	jamg1.model.Sc0000552.4
OG0012942	Mcavernosa17809-RA	plut2.m8.16833.m1
OG0012943	Mcavernosa17808-RA	plut2.m8.16840.m1
OG0012944	Mcavernosa17807-RA	plut2.m8.16830.m1
OG0012945	Mcavernosa17805-RA	plut2.m8.16834.m1
OG0012946	Mcavernosa32190-RA	plut2.m8.10653.m1
OG0012947	Mcavernosa12749-RA	plut2.m8.23769.m1
OG0012948	Mcavernosa12760-RA	plut2.m8.24175.m1
OG0012949	Mcavernosa12756-RA	plut2.m8.24168.m1
OG0012950	Mcavernosa12759-RA	plut2.m8.24181.m1
OG0012951	Mcavernosa12757-RA	plut2.m8.24170.m1
OG0012952	Mcavernosa16171-RA	plut2.m8.16837.m1
OG0012954	Mcavernosa10998-RA	plut2.m8.1313.m1
OG0012955	Mcavernosa10996-RA	plut2.m8.1315.m1
OG0012956	Mcavernosa07107-RA	plut2.m8.1273.m1
OG0012957	Mcavernosa11009-RA	plut2.m8.1320.m1
OG0012958	Mcavernosa11003-RA	jamg1.model.Sc0000009.101
OG0012959	Mcavernosa11000-RA	plut2.m8.1312.m1
OG0012960	Mcavernosa11002-RA	jamg1.model.Sc0000009.100
OG0012961	Mcavernosa06800-RA	plut2.m8.1337.m1
OG0012962	Mcavernosa11978-RA	plut2.m8.1284.m1
OG0012963	Mcavernosa22764-RA	plut2.m8.1291.m1
OG0012964	Mcavernosa22769-RA	plut2.m8.1293.m1
OG0012966	Mcavernosa22762-RA	plut2.m8.1290.m1
OG0012968	Mcavernosa25606-RA	plut2.m8.11296.m1
OG0012969	Mcavernosa19734-RA	plut2.m8.22199.m1
OG0012971	Mcavernosa19736-RA	plut2.m8.22200.m1
OG0012972	Mcavernosa19738-RA	plut2.m8.22194.m1
OG0012973	Mcavernosa19740-RA	plut2.m8.22195.m1
OG0012974	Mcavernosa26309-RA	plut2.m8.13412.m1
OG0012975	Mcavernosa26310-RA	plut2.m8.13411.m1
OG0012976	Mcavernosa13354-RA	plut2.m8.1401.m1
OG0012977	Mcavernosa13353-RA	jamg1.model.Sc0000010.60, plut2.m8.1402.m1
OG0012978	Mcavernosa19914-RA	plut2.m8.20477.m1
OG0012979	Mcavernosa13436-RA	plut2.m8.15281.m1
OG0012980	Mcavernosa23181-RA	plut2.m8.18012.m1
OG0012981	Mcavernosa17015-RA	plut2.m8.16225.m1
OG0012982	Mcavernosa17016-RA	plut2.m8.16229.m1
OG0012984	Mcavernosa17006-RA	plut2.m8.16234.m1
OG0012985	Mcavernosa17003-RA	plut2.m8.16236.m1
OG0012987	Mcavernosa06986-RA	plut2.m8.7126.m1
OG0012988	Mcavernosa01351-RA	plut2.m8.17939.m1
OG0012989	Mcavernosa06987-RA	plut2.m8.7127.m1
OG0012990	Mcavernosa01353-RA	plut2.m8.17933.m1
OG0012991	Mcavernosa07007-RA	plut2.m8.7117.m1
OG0012992	Mcavernosa07020-RA	plut2.m8.7106.m1
OG0012993	Mcavernosa07012-RA, Mcavernosa07022-RA	plut2.m8.7108.m1
OG0012994	Mcavernosa06984-RA	plut2.m8.7128.m1
OG0012996	Mcavernosa01022-RA	plut2.m8.17684.m1
OG0012997	Mcavernosa01019-RA	plut2.m8.17682.m1
OG0012998	Mcavernosa01027-RA	jamg1.model.Sc0000280.37
OG0012999	Mcavernosa05381-RA	plut2.m8.9096.m1
OG0013000	Mcavernosa28099-RA	plut2.m8.7622.m1
OG0013001	Mcavernosa28098-RA	plut2.m8.7623.m1
OG0013002	Mcavernosa28100-RA	plut2.m8.18098.m1
OG0013003	Mcavernosa15952-RA	plut2.m8.22048.m1
OG0013004	Mcavernosa09282-RA	plut2.m8.32449.m1
OG0013005	Mcavernosa22469-RA	plut2.m8.15832.m1
OG0013006	Mcavernosa23723-RA	plut2.m8.727.m1
OG0013007	Mcavernosa23720-RA	plut2.m8.731.m1
OG0013008	Mcavernosa35205-RA	plut2.m8.15961.m1
OG0013009	Mcavernosa25150-RA	plut2.m8.21066.m1
OG0013010	Mcavernosa25144-RA	plut2.m8.22767.m1
OG0013012	Mcavernosa03485-RA	plut2.m8.18556.m1
OG0013014	Mcavernosa06735-RA	plut2.m8.21748.m1
OG0013015	Mcavernosa06738-RA	plut2.m8.21755.m1
OG0013016	Mcavernosa06749-RA	plut2.m8.26084.m1
OG0013017	Mcavernosa06748-RA	plut2.m8.21762.m1
OG0013018	Mcavernosa06747-RA	plut2.m8.21759.m1
OG0013019	Mcavernosa06753-RA	plut2.m8.30041.m1
OG0013020	Mcavernosa06741-RA	plut2.m8.21761.m1
OG0013021	Mcavernosa02337-RA	plut2.m8.27427.m1
OG0013022	Mcavernosa09577-RA	plut2.m8.3495.m1
OG0013023	Mcavernosa09579-RA	plut2.m8.3492.m1
OG0013024	Mcavernosa09578-RA	plut2.m8.3490.m1
OG0013025	Mcavernosa07195-RA	plut2.m8.10439.m1
OG0013026	Mcavernosa29080-RA	plut2.m8.19588.m1
OG0013027	Mcavernosa19664-RA	plut2.m8.19585.m1
OG0013028	Mcavernosa09868-RA	plut2.m8.19580.m1
OG0013029	Mcavernosa09869-RA	plut2.m8.19579.m1
OG0013030	Mcavernosa07759-RA	plut2.m8.10719.m1
OG0013031	Mcavernosa11195-RA	plut2.m8.12930.m1
OG0013033	Mcavernosa06959-RA	plut2.m8.7526.m1
OG0013034	Mcavernosa21306-RA	plut2.m8.2741.m1
OG0013035	Mcavernosa21308-RA	plut2.m8.2740.m1
OG0013036	Mcavernosa01039-RA	plut2.m8.12207.m1
OG0013037	Mcavernosa01038-RA	jamg1.model.Sc0000157.64
OG0013038	Mcavernosa01037-RA	plut2.m8.12204.m1
OG0013039	Mcavernosa01058-RA	plut2.m8.12180.m1
OG0013040	Mcavernosa01055-RA	plut2.m8.12177.m1
OG0013041	Mcavernosa01032-RA	plut2.m8.12209.m1
OG0013042	Mcavernosa01057-RA	plut2.m8.12182.m1
OG0013043	Mcavernosa01051-RA	plut2.m8.12172.m1
OG0013044	Mcavernosa01049-RA	plut2.m8.12170.m1
OG0013045	Mcavernosa01047-RA	plut2.m8.12174.m1
OG0013046	Mcavernosa01045-RA	plut2.m8.12175.m1
OG0013047	Mcavernosa01052-RA	plut2.m8.12178.m1
OG0013048	Mcavernosa03301-RA	plut2.m8.19618.m1
OG0013049	Mcavernosa03292-RA	plut2.m8.15554.m1
OG0013050	Mcavernosa26672-RA	plut2.m8.10891.m1
OG0013052	Mcavernosa08789-RA	plut2.m8.13314.m1
OG0013053	Mcavernosa08788-RA	plut2.m8.13319.m1
OG0013055	Mcavernosa08785-RA	jamg1.model.Sc0000178.60
OG0013056	Mcavernosa32584-RA	plut2.m8.10897.m1
OG0013059	Mcavernosa12587-RA	plut2.m8.212.m1
OG0013060	Mcavernosa02656-RA	plut2.m8.14123.m1
OG0013061	Mcavernosa02655-RA	plut2.m8.14119.m1
OG0013062	Mcavernosa26273-RA	plut2.m8.32418.m1
OG0013063	Mcavernosa26274-RA	plut2.m8.32417.m1
OG0013064	Mcavernosa13595-RA	plut2.m8.32425.m1
OG0013066	Mcavernosa01263-RA	plut2.m8.5628.m1
OG0013067	Mcavernosa01417-RA	plut2.m8.5624.m1
OG0013068	Mcavernosa10811-RA	plut2.m8.26585.m1
OG0013069	Mcavernosa02779-RA	plut2.m8.9730.m1
OG0013070	Mcavernosa02780-RA	plut2.m8.9728.m1
OG0013071	Mcavernosa01905-RA	plut2.m8.11212.m1
OG0013072	Mcavernosa16219-RA	plut2.m8.11078.m1
OG0013073	Mcavernosa07150-RA	plut2.m8.3234.m1
OG0013074	Mcavernosa13876-RA	plut2.m8.23908.m1
OG0013075	Mcavernosa11855-RA	plut2.m8.1645.m1
OG0013076	Mcavernosa20914-RA	plut2.m8.14294.m1
OG0013077	Mcavernosa23030-RA	plut2.m8.14292.m1
OG0013078	Mcavernosa20913-RA	plut2.m8.14296.m1
OG0013080	Mcavernosa19038-RA	plut2.m8.14953.m1
OG0013081	Mcavernosa25289-RA	plut2.m8.14535.m1
OG0013082	Mcavernosa29513-RA	plut2.m8.32771.m1
OG0013083	Mcavernosa10077-RA	plut2.m8.861.m1
OG0013084	Mcavernosa07601-RA	plut2.m8.2269.m1
OG0013085	Mcavernosa07598-RA	plut2.m8.2254.m1
OG0013086	Mcavernosa07602-RA	plut2.m8.2262.m1
OG0013088	Mcavernosa29671-RA	plut2.m8.18241.m1
OG0013091	Mcavernosa13124-RA	plut2.m8.23451.m1
OG0013092	Mcavernosa13136-RA	plut2.m8.23449.m1
OG0013094	Mcavernosa26476-RA	plut2.m8.15885.m1
OG0013095	Mcavernosa07483-RA	plut2.m8.11570.m1
OG0013096	Mcavernosa10307-RA	plut2.m8.18530.m1
OG0013097	Mcavernosa10308-RA	plut2.m8.18532.m1
OG0013098	Mcavernosa23341-RA	plut2.m8.9121.m1
OG0013099	Mcavernosa27160-RA	plut2.m8.9114.m1
OG0013100	Mcavernosa00509-RA	plut2.m8.14279.m1
OG0013101	Mcavernosa27383-RA	plut2.m8.14284.m1
OG0013102	Mcavernosa01119-RA	jamg1.model.Sc0000280.10
OG0013104	Mcavernosa20367-RA	plut2.m8.6429.m1
OG0013105	Mcavernosa17155-RA	plut2.m8.6439.m1
OG0013106	Mcavernosa17162-RA	plut2.m8.6436.m1
OG0013107	Mcavernosa17167-RA	plut2.m8.6440.m1
OG0013108	Mcavernosa17163-RA	plut2.m8.6445.m1
OG0013109	Mcavernosa20368-RA	plut2.m8.6428.m1
OG0013110	Mcavernosa31909-RA	plut2.m8.17327.m1, plut2.m8.17328.m1
OG0013111	Mcavernosa26303-RA	plut2.m8.23801.m1
OG0013112	Mcavernosa29698-RA	plut2.m8.2338.m1
OG0013113	Mcavernosa21900-RA	plut2.m8.17261.m1
OG0013114	Mcavernosa13839-RA	plut2.m8.12480.m1
OG0013115	Mcavernosa13838-RA	plut2.m8.12477.m1
OG0013116	Mcavernosa13843-RA	plut2.m8.12485.m1
OG0013117	Mcavernosa14403-RA	plut2.m8.6574.m1
OG0013118	Mcavernosa14400-RA	plut2.m8.6576.m1
OG0013119	Mcavernosa14395-RA	plut2.m8.6584.m1
OG0013120	Mcavernosa14398-RA	plut2.m8.6580.m1
OG0013121	Mcavernosa03092-RA	plut2.m8.21209.m1
OG0013122	Mcavernosa03091-RA	plut2.m8.21211.m1
OG0013123	Mcavernosa18838-RA	plut2.m8.21226.m1
OG0013124	Mcavernosa18842-RA	plut2.m8.21415.m1, plut2.m8.7932.m1
OG0013125	Mcavernosa03070-RA	plut2.m8.15077.m1
OG0013126	Mcavernosa03072-RA	plut2.m8.21213.m1
OG0013127	Mcavernosa05383-RA	plut2.m8.17266.m1
OG0013128	Mcavernosa03076-RA	plut2.m8.21207.m1
OG0013129	Mcavernosa03075-RA	plut2.m8.21210.m1
OG0013130	Mcavernosa03074-RA	plut2.m8.21203.m1
OG0013131	Mcavernosa23866-RA	plut2.m8.17781.m1
OG0013132	Mcavernosa15700-RA	plut2.m8.17786.m1
OG0013133	Mcavernosa23756-RA	plut2.m8.11575.m1
OG0013134	Mcavernosa35006-RA	plut2.m8.17867.m1
OG0013135	Mcavernosa02539-RA	plut2.m8.27338.m1
OG0013136	Mcavernosa02530-RA	plut2.m8.27343.m1
OG0013137	Mcavernosa14511-RA	plut2.m8.4860.m1
OG0013138	Mcavernosa14520-RA	plut2.m8.4846.m1
