Orthogroup	Acerv_assembly_v1.0.protein	Pocillopora_acuta_HIv1.genes.pep
OG0014797	Acerv_evm.model.Segkk3139_pilon.9	Pocillopora_acuta_HIv1_PredGene_g18780.t1
OG0014798	Acerv_evm.model.Segkk3139_pilon.13	Pocillopora_acuta_HIv1_PredGene_g18784.t1
OG0014799	Acerv_evm.model.Segkk3141_pilon.1	Pocillopora_acuta_HIv1_PredGene_g18121.t1
OG0014800	Acerv_evm.model.Segkk3145_pilon.6	Pocillopora_acuta_HIv1_PredGene_g9912.t1
OG0014801	Acerv_evm.model.Segkk3145_pilon.11	Pocillopora_acuta_HIv1_PredGene_g9907.t1
OG0014802	Acerv_evm.model.Segkk3145_pilon.18	Pocillopora_acuta_HIv1_PredGene_g29982.t1
OG0014803	Acerv_evm.model.Segkk3154_pilon.2	Pocillopora_acuta_HIv1_PredGene_g28019.t1
OG0014804	Acerv_evm.model.Segkk3154_pilon.3	Pocillopora_acuta_HIv1_PredGene_g28018.t1
OG0014805	Acerv_evm.model.Segkk3158_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26516.t1
OG0014806	Acerv_evm.model.Segkk3165_pilon.5	Pocillopora_acuta_HIv1_PredGene_g7892.t1, Pocillopora_acuta_HIv1_PredGene_g6165.t1
OG0014807	Acerv_evm.model.Segkk3167_pilon.14	Pocillopora_acuta_HIv1_PredGene_g7482.t1
OG0014808	Acerv_evm.model.Segkk3171_pilon.6	Pocillopora_acuta_HIv1_PredGene_g17617.t1
OG0014810	Acerv_evm.model.Segkk3179_pilon.26	Pocillopora_acuta_HIv1_PredGene_g32974.t1
OG0014811	Acerv_evm.model.Segkk3192_pilon.30	Pocillopora_acuta_HIv1_PredGene_g7573.t1
OG0014812	Acerv_evm.model.Segkk3192_pilon.21	Pocillopora_acuta_HIv1_PredGene_g7583.t1
OG0014813	Acerv_evm.model.Segkk3192_pilon.29	Pocillopora_acuta_HIv1_PredGene_g7574.t1
OG0014814	Acerv_evm.model.Segkk3192_pilon.3	Pocillopora_acuta_HIv1_PredGene_g31713.t1
OG0014815	Acerv_evm.model.Segkk4338_pilon.2	Pocillopora_acuta_HIv1_PredGene_g32215.t1
OG0014815	Acerv_evm.model.Segkk3194_pilon.5	Pocillopora_acuta_HIv1_PredGene_g1807.t1
OG0014816	Acerv_evm.model.Segkk3267_pilon.4, Acerv_evm.model.Segkk3205_pilon.4	Pocillopora_acuta_HIv1_PredGene_g19685.t1, Pocillopora_acuta_HIv1_PredGene_g29558.t1
OG0014817	Acerv_evm.model.Segkk3207_pilon.5	Pocillopora_acuta_HIv1_PredGene_g27866.t1
OG0014818	Acerv_evm.model.Segkk3209_pilon.30	Pocillopora_acuta_HIv1_PredGene_g25793.t1
OG0014819	Acerv_evm.model.Segkk3218_pilon.2	Pocillopora_acuta_HIv1_PredGene_g15791.t1
OG0014820	Acerv_evm.model.Segkk3218_pilon.11	Pocillopora_acuta_HIv1_PredGene_g15784.t1
OG0014821	Acerv_evm.model.Segkk3219_pilon.3	Pocillopora_acuta_HIv1_PredGene_g14305.t1, Pocillopora_acuta_HIv1_PredGene_g1584.t1, Pocillopora_acuta_HIv1_PredGene_g6701.t1
OG0014822	Acerv_evm.model.Segkk3219_pilon.13	Pocillopora_acuta_HIv1_PredGene_g16917.t1
OG0014823	Acerv_evm.model.Segkk3219_pilon.11	Pocillopora_acuta_HIv1_PredGene_g25013.t1
OG0014824	Acerv_evm.model.Segkk3223_pilon.7	Pocillopora_acuta_HIv1_PredGene_g17581.t1
OG0014825	Acerv_evm.model.Segkk3239_pilon.3	Pocillopora_acuta_HIv1_PredGene_g19537.t1
OG0014826	Acerv_evm.model.Segkk3252_pilon.1	Pocillopora_acuta_HIv1_PredGene_30486_t
OG0014827	Acerv_evm.model.Segkk3255_pilon.9	Pocillopora_acuta_HIv1_PredGene_g202.t1
OG0014829	Acerv_evm.model.Segkk3263_pilon.21	Pocillopora_acuta_HIv1_PredGene_g11944.t1
OG0014830	Acerv_evm.model.Segkk3290_pilon.22	Pocillopora_acuta_HIv1_PredGene_g24155.t1
OG0014831	Acerv_evm.model.Segkk3293_pilon.2	Pocillopora_acuta_HIv1_PredGene_g30850.t1
OG0014832	Acerv_evm.model.Segkk3319_pilon.13	Pocillopora_acuta_HIv1_PredGene_g6910.t1
OG0014834	Acerv_evm.model.Segkk3323_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26840.t1
OG0014835	Acerv_evm.model.Segkk3323_pilon.11	Pocillopora_acuta_HIv1_PredGene_g26837.t1
OG0014836	Acerv_evm.model.Segkk3323_pilon.20	Pocillopora_acuta_HIv1_PredGene_g26808.t1
OG0014837	Acerv_evm.model.Segkk3324_pilon.9	Pocillopora_acuta_HIv1_PredGene_g12053.t1
OG0014839	Acerv_evm.model.Segkk3325_pilon.21	Pocillopora_acuta_HIv1_PredGene_g15729.t1
OG0014840	Acerv_evm.model.Segkk3325_pilon.39	Pocillopora_acuta_HIv1_PredGene_g136.t1
OG0014841	Acerv_evm.model.Segkk3330_pilon.23	Pocillopora_acuta_HIv1_PredGene_g10923.t1
OG0014842	Acerv_evm.model.Segkk3330_pilon.26	Pocillopora_acuta_HIv1_PredGene_g23495.t1
OG0014843	Acerv_evm.model.Segkk3330_pilon.8	Pocillopora_acuta_HIv1_PredGene_g30693.t1
OG0014844	Acerv_evm.model.Segkk3330_pilon.15	Pocillopora_acuta_HIv1_PredGene_g30682.t1
OG0014845	Acerv_evm.model.Segkk3343_pilon.19	Pocillopora_acuta_HIv1_PredGene_g21187.t1
OG0014847	Acerv_evm.model.Segkk3343_pilon.21	Pocillopora_acuta_HIv1_PredGene_g21179.t1
OG0014848	Acerv_evm.model.Segkk3345_pilon.10	Pocillopora_acuta_HIv1_PredGene_g12807.t1
OG0014849	Acerv_evm.model.Segkk3345_pilon.6	Pocillopora_acuta_HIv1_PredGene_g12796.t1
OG0014850	Acerv_evm.model.Segkk3349_pilon.19	Pocillopora_acuta_HIv1_PredGene_g7397.t1
OG0014852	Acerv_evm.model.Segkk3356_pilon.2	Pocillopora_acuta_HIv1_PredGene_g11219.t1
OG0014853	Acerv_evm.model.Segkk3356_pilon.3	Pocillopora_acuta_HIv1_PredGene_g11220.t1
OG0014854	Acerv_evm.model.Segkk3356_pilon.1	Pocillopora_acuta_HIv1_PredGene_g11228.t1
OG0014855	Acerv_evm.model.Segkk3356_pilon.6	Pocillopora_acuta_HIv1_PredGene_g11222.t1
OG0014856	Acerv_evm.model.Segkk3356_pilon.5	Pocillopora_acuta_HIv1_PredGene_g11221.t1
OG0014858	Acerv_evm.model.Segkk3363_pilon.18	Pocillopora_acuta_HIv1_PredGene_g21319.t1
OG0014859	Acerv_evm.model.Segkk3363_pilon.17	Pocillopora_acuta_HIv1_PredGene_g21318.t1
OG0014860	Acerv_evm.model.Segkk3363_pilon.22	Pocillopora_acuta_HIv1_PredGene_g21326.t1
OG0014861	Acerv_evm.model.Segkk3364_pilon.7	Pocillopora_acuta_HIv1_PredGene_g28174.t1
OG0014862	Acerv_evm.model.Segkk3369_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8761.t1
OG0014863	Acerv_evm.model.Segkk3369_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8760.t1
OG0014864	Acerv_evm.model.Segkk3383_pilon.3	Pocillopora_acuta_HIv1_PredGene_g4843.t1
OG0014866	Acerv_evm.model.Segkk3385_pilon.1	Pocillopora_acuta_HIv1_PredGene_g29828.t1
OG0014867	Acerv_evm.model.Segkk3388_pilon.33	Pocillopora_acuta_HIv1_PredGene_g13835.t1
OG0014868	Acerv_evm.model.Segkk3394_pilon.2	Pocillopora_acuta_HIv1_PredGene_g14708.t1
OG0014869	Acerv_evm.model.Segkk3397_pilon.5	Pocillopora_acuta_HIv1_PredGene_g7016.t1
OG0014870	Acerv_evm.model.Segkk3403_pilon.6	Pocillopora_acuta_HIv1_PredGene_g11021.t1
OG0014871	Acerv_evm.model.Segkk3403_pilon.4	Pocillopora_acuta_HIv1_PredGene_g11019.t1
OG0014872	Acerv_evm.model.Segkk3408_pilon.1	Pocillopora_acuta_HIv1_PredGene_g18656.t1
OG0014873	Acerv_evm.model.Segkk3410_pilon.7	Pocillopora_acuta_HIv1_PredGene_g23339.t1
OG0014874	Acerv_evm.model.Segkk3413_pilon.12	Pocillopora_acuta_HIv1_PredGene_g11617.t1
OG0014875	Acerv_evm.model.Segkk3413_pilon.11	Pocillopora_acuta_HIv1_PredGene_g11616.t1
OG0014877	Acerv_evm.model.Segkk3417_pilon.64	Pocillopora_acuta_HIv1_PredGene_g15260.t1
OG0014878	Acerv_evm.model.Segkk3418_pilon.2	Pocillopora_acuta_HIv1_PredGene_g25989.t1
OG0014879	Acerv_evm.model.Segkk3421_pilon.3	Pocillopora_acuta_HIv1_PredGene_g14640.t1, Pocillopora_acuta_HIv1_PredGene_g21934.t1
OG0014880	Acerv_evm.model.Segkk3422_pilon.16	Pocillopora_acuta_HIv1_PredGene_g2468.t1
OG0014881	Acerv_evm.model.Segkk3422_pilon.8	Pocillopora_acuta_HIv1_PredGene_g17033.t1
OG0014882	Acerv_evm.model.Segkk3422_pilon.9	Pocillopora_acuta_HIv1_PredGene_g17034.t1
OG0014883	Acerv_evm.model.Segkk3423_pilon.17	Pocillopora_acuta_HIv1_PredGene_g7645.t1
OG0014884	Acerv_evm.model.Segkk3424_pilon.2	Pocillopora_acuta_HIv1_PredGene_g2526.t1
OG0014885	Acerv_evm.model.Segkk3424_pilon.3	Pocillopora_acuta_HIv1_PredGene_g29839.t1, Pocillopora_acuta_HIv1_PredGene_g2525.t1
OG0014886	Acerv_evm.model.Segkk3424_pilon.4	Pocillopora_acuta_HIv1_PredGene_g2522.t1
OG0014887	Acerv_evm.model.Segkk3443_pilon.7	Pocillopora_acuta_HIv1_PredGene_28392_t, Pocillopora_acuta_HIv1_PredGene_g9993.t1, Pocillopora_acuta_HIv1_PredGene_27456_t
OG0014888	Acerv_evm.model.Segkk3443_pilon.4, Acerv_evm.model.Segkk3443_pilon.5	Pocillopora_acuta_HIv1_PredGene_g21576.t1
OG0014889	Acerv_evm.model.Segkk3445_pilon.10	Pocillopora_acuta_HIv1_PredGene_g30511.t1
OG0014890	Acerv_evm.model.Segkk3453_pilon.4	Pocillopora_acuta_HIv1_PredGene_g9582.t1
OG0014891	Acerv_evm.model.Segkk3453_pilon.5	Pocillopora_acuta_HIv1_PredGene_g9581.t1
OG0014892	Acerv_evm.model.Segkk3453_pilon.17	Pocillopora_acuta_HIv1_PredGene_g16985.t1
OG0014893	Acerv_evm.model.Segkk3453_pilon.15	Pocillopora_acuta_HIv1_PredGene_g16988.t1
OG0014894	Acerv_evm.model.Segkk3453_pilon.11	Pocillopora_acuta_HIv1_PredGene_g9577.t1
OG0014895	Acerv_evm.model.Segkk3453_pilon.18	Pocillopora_acuta_HIv1_PredGene_g16984.t1
OG0014896	Acerv_evm.model.Segkk3456_pilon.2	Pocillopora_acuta_HIv1_PredGene_g1624.t1
OG0014897	Acerv_evm.model.Segkk3459_pilon.5	Pocillopora_acuta_HIv1_PredGene_g11185.t1, Pocillopora_acuta_HIv1_PredGene_27446_t, Pocillopora_acuta_HIv1_PredGene_g29074.t1
OG0014898	Acerv_evm.model.Segkk3465_pilon.13	Pocillopora_acuta_HIv1_PredGene_g11444.t1
OG0014899	Acerv_evm.model.Segkk3479_pilon.4	Pocillopora_acuta_HIv1_PredGene_g8320.t1
OG0014900	Acerv_evm.model.Segkk3481_pilon.22	Pocillopora_acuta_HIv1_PredGene_g29983.t1
OG0014901	Acerv_evm.model.Segkk3481_pilon.13	Pocillopora_acuta_HIv1_PredGene_g29994.t1
OG0014902	Acerv_evm.model.Segkk3481_pilon.12	Pocillopora_acuta_HIv1_PredGene_g29995.t1
OG0014903	Acerv_evm.model.Segkk3481_pilon.19	Pocillopora_acuta_HIv1_PredGene_g29988.t1
OG0014904	Acerv_evm.model.Segkk3482_pilon.5	Pocillopora_acuta_HIv1_PredGene_g12097.t1, Pocillopora_acuta_HIv1_PredGene_g28169.t1
OG0014906	Acerv_evm.model.Segkk3490_pilon.6	Pocillopora_acuta_HIv1_PredGene_g34.t1
OG0014907	Acerv_evm.model.Segkk3501_pilon.6	Pocillopora_acuta_HIv1_PredGene_g21754.t1
OG0014908	Acerv_evm.model.Segkk3501_pilon.3	Pocillopora_acuta_HIv1_PredGene_g21758.t1
OG0014910	Acerv_evm.model.Segkk3515_pilon.11	Pocillopora_acuta_HIv1_PredGene_g23653.t1
OG0014911	Acerv_evm.model.Segkk3515_pilon.7	Pocillopora_acuta_HIv1_PredGene_g23640.t1
OG0014912	Acerv_evm.model.Segkk3515_pilon.2	Pocillopora_acuta_HIv1_PredGene_g23623.t1
OG0014913	Acerv_evm.model.Segkk3520_pilon.13	Pocillopora_acuta_HIv1_PredGene_g3303.t1
OG0014914	Acerv_evm.model.Segkk3525_pilon.8	Pocillopora_acuta_HIv1_PredGene_g14034.t1
OG0014915	Acerv_evm.model.Segkk3537_pilon.7	Pocillopora_acuta_HIv1_PredGene_17741_t
OG0014916	Acerv_evm.model.Segkk3537_pilon.6	Pocillopora_acuta_HIv1_PredGene_g27340.t1
OG0014917	Acerv_evm.model.Segkk3537_pilon.3	Pocillopora_acuta_HIv1_PredGene_g17093.t1
OG0014918	Acerv_evm.model.Segkk3548_pilon.5	Pocillopora_acuta_HIv1_PredGene_g25324.t1
OG0014919	Acerv_evm.model.Segkk3549_pilon.12	Pocillopora_acuta_HIv1_PredGene_g4197.t1
OG0014920	Acerv_evm.model.Segkk3549_pilon.10	Pocillopora_acuta_HIv1_PredGene_g4196.t1
OG0014922	Acerv_evm.model.Segkk3551_pilon.5	Pocillopora_acuta_HIv1_PredGene_g23321.t1, Pocillopora_acuta_HIv1_PredGene_g25911.t1
OG0014923	Acerv_evm.model.Segkk3551_pilon.3	Pocillopora_acuta_HIv1_PredGene_g23332.t1, Pocillopora_acuta_HIv1_PredGene_g25924.t1
OG0014924	Acerv_evm.model.Segkk3558_pilon.3	Pocillopora_acuta_HIv1_PredGene_g22076.t1
OG0014925	Acerv_evm.model.Segkk3578_pilon.9	Pocillopora_acuta_HIv1_PredGene_g17432.t1
OG0014926	Acerv_evm.model.Segkk3578_pilon.7	Pocillopora_acuta_HIv1_PredGene_g17429.t1, Pocillopora_acuta_HIv1_PredGene_1181_t
OG0014928	Acerv_evm.model.Segkk3591_pilon.10	Pocillopora_acuta_HIv1_PredGene_g28942.t1
OG0014929	Acerv_evm.model.Segkk3592_pilon.10	Pocillopora_acuta_HIv1_PredGene_g17637.t1
OG0014930	Acerv_evm.model.Segkk3615_pilon.5	Pocillopora_acuta_HIv1_PredGene_g25999.t1
OG0014931	Acerv_evm.model.Segkk3615_pilon.12	Pocillopora_acuta_HIv1_PredGene_g26010.t1
OG0014932	Acerv_evm.model.Segkk3624_pilon.1	Pocillopora_acuta_HIv1_PredGene_g16525.t1, Pocillopora_acuta_HIv1_PredGene_24106_t
OG0014933	Acerv_evm.model.Segkk3635_pilon.6	Pocillopora_acuta_HIv1_PredGene_g31586.t1
OG0014934	Acerv_evm.model.Segkk3637_pilon.40	Pocillopora_acuta_HIv1_PredGene_g25261.t1
OG0014935	Acerv_evm.model.Segkk3637_pilon.45	Pocillopora_acuta_HIv1_PredGene_g25268.t1
OG0014936	Acerv_evm.model.Segkk3637_pilon.20	Pocillopora_acuta_HIv1_PredGene_g25249.t1
OG0014937	Acerv_evm.model.Segkk3637_pilon.25	Pocillopora_acuta_HIv1_PredGene_g25251.t1
OG0014938	Acerv_evm.model.Segkk3637_pilon.21	Pocillopora_acuta_HIv1_PredGene_g25247.t1
OG0014939	Acerv_evm.model.Segkk3641_pilon.7	Pocillopora_acuta_HIv1_PredGene_g5572.t1
OG0014941	Acerv_evm.model.Segkk3643_pilon.10	Pocillopora_acuta_HIv1_PredGene_g7058.t1
OG0014942	Acerv_evm.model.Segkk3643_pilon.4	Pocillopora_acuta_HIv1_PredGene_g7069.t1
OG0014943	Acerv_evm.model.Segkk3643_pilon.2	Pocillopora_acuta_HIv1_PredGene_g7072.t1
OG0014944	Acerv_evm.model.Segkk3648_pilon.1	Pocillopora_acuta_HIv1_PredGene_g11060.t1
OG0014945	Acerv_evm.model.Segkk3659_pilon.5	Pocillopora_acuta_HIv1_PredGene_g19586.t1
OG0014946	Acerv_evm.model.Segkk3664_pilon.4	Pocillopora_acuta_HIv1_PredGene_g17051.t1
OG0014947	Acerv_evm.model.Segkk3668_pilon.1	Pocillopora_acuta_HIv1_PredGene_g15049.t1
OG0014949	Acerv_evm.model.Segkk3668_pilon.21	Pocillopora_acuta_HIv1_PredGene_g25662.t1
OG0014950	Acerv_evm.model.Segkk3669_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5814.t1
OG0014952	Acerv_evm.model.Segkk3684_pilon.18	Pocillopora_acuta_HIv1_PredGene_g25412.t1
OG0014953	Acerv_evm.model.Segkk3684_pilon.23	Pocillopora_acuta_HIv1_PredGene_g25419.t1, Pocillopora_acuta_HIv1_PredGene_29653_t
OG0014954	Acerv_evm.model.Segkk3685_pilon.18	Pocillopora_acuta_HIv1_PredGene_g16396.t1
OG0014955	Acerv_evm.model.Segkk3688_pilon.4	Pocillopora_acuta_HIv1_PredGene_g30738.t1
OG0014956	Acerv_evm.model.Segkk3691_pilon.3	Pocillopora_acuta_HIv1_PredGene_g22463.t1
OG0014957	Acerv_evm.model.Segkk3692_pilon.17	Pocillopora_acuta_HIv1_PredGene_g4115.t1
OG0014958	Acerv_evm.model.Segkk3700_pilon.6	Pocillopora_acuta_HIv1_PredGene_g7258.t1
OG0014959	Acerv_evm.model.Segkk3700_pilon.5	Pocillopora_acuta_HIv1_PredGene_g7259.t1
OG0014960	Acerv_evm.model.Segkk3705_pilon.3, Acerv_evm.model.Segkk3705_pilon.4	Pocillopora_acuta_HIv1_PredGene_g26151.t1
OG0014961	Acerv_evm.model.Segkk3714_pilon.9	Pocillopora_acuta_HIv1_PredGene_g18896.t1
OG0014962	Acerv_evm.model.Segkk3714_pilon.6	Pocillopora_acuta_HIv1_PredGene_g15139.t1, Pocillopora_acuta_HIv1_PredGene_g18906.t1
OG0014964	Acerv_evm.model.Segkk3715_pilon.7	Pocillopora_acuta_HIv1_PredGene_g10112.t1, Pocillopora_acuta_HIv1_PredGene_g12450.t1
OG0014966	Acerv_evm.model.Segkk3729_pilon.4	Pocillopora_acuta_HIv1_PredGene_g8252.t1
OG0014967	Acerv_evm.model.Segkk3730_pilon.15	Pocillopora_acuta_HIv1_PredGene_g6646.t1
OG0014969	Acerv_evm.model.Segkk3730_pilon.6	Pocillopora_acuta_HIv1_PredGene_g12334.t1
OG0014970	Acerv_evm.model.Segkk3731_pilon.9	Pocillopora_acuta_HIv1_PredGene_g30131.t1
OG0014971	Acerv_evm.model.Segkk3731_pilon.5, Acerv_evm.model.Segkk4113_pilon.8	Pocillopora_acuta_HIv1_PredGene_g15402.t1
OG0014972	Acerv_evm.model.Segkk3737_pilon.9	Pocillopora_acuta_HIv1_PredGene_g12997.t1
OG0014973	Acerv_evm.model.Segkk3739_pilon.2	Pocillopora_acuta_HIv1_PredGene_g19821.t1
OG0014974	Acerv_evm.model.Segkk3741_pilon.37	Pocillopora_acuta_HIv1_PredGene_g9267.t1
OG0014975	Acerv_evm.model.Segkk3744_pilon.4	Pocillopora_acuta_HIv1_PredGene_g8566.t1
OG0014976	Acerv_evm.model.Segkk3757_pilon.4	Pocillopora_acuta_HIv1_PredGene_g28233.t1
OG0014978	Acerv_evm.model.Segkk3763_pilon.4	Pocillopora_acuta_HIv1_PredGene_g8178.t1
OG0014979	Acerv_evm.model.Segkk3763_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8176.t1
OG0014981	Acerv_evm.model.Segkk3766_pilon.4	Pocillopora_acuta_HIv1_PredGene_g13726.t1
OG0014982	Acerv_evm.model.Segkk3769_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8363.t1
OG0014983	Acerv_evm.model.Segkk3770_pilon.10	Pocillopora_acuta_HIv1_PredGene_g21012.t1
OG0014984	Acerv_evm.model.Segkk3770_pilon.12	Pocillopora_acuta_HIv1_PredGene_g21013.t1
OG0014986	Acerv_evm.model.Segkk3770_pilon.7	Pocillopora_acuta_HIv1_PredGene_g21008.t1
OG0014987	Acerv_evm.model.Segkk3770_pilon.8	Pocillopora_acuta_HIv1_PredGene_g21010.t1
OG0014988	Acerv_evm.model.Segkk3772_pilon.5	Pocillopora_acuta_HIv1_PredGene_g8211.t1
OG0014990	Acerv_evm.model.Segkk3782_pilon.29	Pocillopora_acuta_HIv1_PredGene_g25827.t1
OG0014991	Acerv_evm.model.Segkk3782_pilon.18	Pocillopora_acuta_HIv1_PredGene_g28955.t1
OG0014994	Acerv_evm.model.Segkk3795_pilon.2, Acerv_evm.model.Segkk4019_pilon.18	Pocillopora_acuta_HIv1_PredGene_g6398.t1
OG0014995	Acerv_evm.model.Segkk3799_pilon.9	Pocillopora_acuta_HIv1_PredGene_g15477.t1
OG0014996	Acerv_evm.model.Segkk3799_pilon.20	Pocillopora_acuta_HIv1_PredGene_g4049.t1
OG0014997	Acerv_evm.model.Segkk3804_pilon.14	Pocillopora_acuta_HIv1_PredGene_g15126.t1
OG0014998	Acerv_evm.model.Segkk3804_pilon.23	Pocillopora_acuta_HIv1_PredGene_g18759.t1
OG0014999	Acerv_evm.model.Segkk3807_pilon.12	Pocillopora_acuta_HIv1_PredGene_g33216.t1
OG0015000	Acerv_evm.model.Segkk3818_pilon.7	Pocillopora_acuta_HIv1_PredGene_g16068.t1
OG0015001	Acerv_evm.model.Segkk3818_pilon.6	Pocillopora_acuta_HIv1_PredGene_g16070.t1
OG0015002	Acerv_evm.model.Segkk3819_pilon.5	Pocillopora_acuta_HIv1_PredGene_g13981.t1
OG0015003	Acerv_evm.model.Segkk3820_pilon.4	Pocillopora_acuta_HIv1_PredGene_g32674.t1
OG0015004	Acerv_evm.model.Segkk3847_pilon.9	Pocillopora_acuta_HIv1_PredGene_g27308.t1
OG0015005	Acerv_evm.model.Segkk3847_pilon.6	Pocillopora_acuta_HIv1_PredGene_g29837.t1
OG0015006	Acerv_evm.model.Segkk3852_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13315.t1
OG0015007	Acerv_evm.model.Segkk3855_pilon.2	Pocillopora_acuta_HIv1_PredGene_g5794.t1
OG0015008	Acerv_evm.model.Segkk3855_pilon.3	Pocillopora_acuta_HIv1_PredGene_g30341.t1
OG0015009	Acerv_evm.model.Segkk3871_pilon.16	Pocillopora_acuta_HIv1_PredGene_g31057.t1
OG0015010	Acerv_evm.model.Segkk3871_pilon.14	Pocillopora_acuta_HIv1_PredGene_g31059.t1, Pocillopora_acuta_HIv1_PredGene_12623_t
OG0015011	Acerv_evm.model.Segkk3871_pilon.15	Pocillopora_acuta_HIv1_PredGene_g31058.t1
OG0015012	Acerv_evm.model.Segkk3871_pilon.12	Pocillopora_acuta_HIv1_PredGene_g31061.t1
OG0015013	Acerv_evm.model.Segkk3871_pilon.3	Pocillopora_acuta_HIv1_PredGene_g31049.t1
OG0015014	Acerv_evm.model.Segkk3871_pilon.8	Pocillopora_acuta_HIv1_PredGene_g31054.t1
OG0015015	Acerv_evm.model.Segkk3879_pilon.6	Pocillopora_acuta_HIv1_PredGene_g26324.t1
OG0015016	Acerv_evm.model.Segkk3879_pilon.3	Pocillopora_acuta_HIv1_PredGene_g26320.t1
OG0015017	Acerv_evm.model.Segkk3883_pilon.11	Pocillopora_acuta_HIv1_PredGene_g17726.t1
OG0015018	Acerv_evm.model.Segkk3900_pilon.57	Pocillopora_acuta_HIv1_PredGene_g26447.t1, Pocillopora_acuta_HIv1_PredGene_g28853.t1
OG0015019	Acerv_evm.model.Segkk3900_pilon.4	Pocillopora_acuta_HIv1_PredGene_g32882.t1
OG0015020	Acerv_evm.model.Segkk3904_pilon.5	Pocillopora_acuta_HIv1_PredGene_g1885.t1
OG0015022	Acerv_evm.model.Segkk3913_pilon.6	Pocillopora_acuta_HIv1_PredGene_g6191.t1, Pocillopora_acuta_HIv1_PredGene_g33334.t1
OG0015023	Acerv_evm.model.Segkk3916_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5437.t1
OG0015024	Acerv_evm.model.Segkk3933_pilon.3	Pocillopora_acuta_HIv1_PredGene_g2351.t1
OG0015025	Acerv_evm.model.Segkk3937_pilon.30	Pocillopora_acuta_HIv1_PredGene_g14246.t1
OG0015027	Acerv_evm.model.Segkk3937_pilon.15	Pocillopora_acuta_HIv1_PredGene_g31575.t1
OG0015028	Acerv_evm.model.Segkk3937_pilon.27	Pocillopora_acuta_HIv1_PredGene_g14253.t1
OG0015031	Acerv_evm.model.Segkk3940_pilon.19	Pocillopora_acuta_HIv1_PredGene_g32820.t1
OG0015032	Acerv_evm.model.Segkk3940_pilon.38	Pocillopora_acuta_HIv1_PredGene_g2339.t3, Pocillopora_acuta_HIv1_PredGene_g2339.t2, Pocillopora_acuta_HIv1_PredGene_g2339.t1
OG0015033	Acerv_evm.model.Segkk3946_pilon.6	Pocillopora_acuta_HIv1_PredGene_15701_t, Pocillopora_acuta_HIv1_PredGene_g31921.t1
OG0015034	Acerv_evm.model.Segkk3949_pilon.3	Pocillopora_acuta_HIv1_PredGene_g13818.t1
OG0015035	Acerv_evm.model.Segkk3949_pilon.4	Pocillopora_acuta_HIv1_PredGene_g13819.t1
OG0015036	Acerv_evm.model.Segkk3952_pilon.4	Pocillopora_acuta_HIv1_PredGene_23439_t
OG0015037	Acerv_evm.model.Segkk3957_pilon.9	Pocillopora_acuta_HIv1_PredGene_g19112.t1
OG0015039	Acerv_evm.model.Segkk3961_pilon.5	Pocillopora_acuta_HIv1_PredGene_g18416.t1
OG0015040	Acerv_evm.model.Segkk3962_pilon.3	Pocillopora_acuta_HIv1_PredGene_g26388.t1
OG0015041	Acerv_evm.model.Segkk3962_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26389.t1
OG0015042	Acerv_evm.model.Segkk3966_pilon.2	Pocillopora_acuta_HIv1_PredGene_g27742.t1
OG0015043	Acerv_evm.model.Segkk3966_pilon.6	Pocillopora_acuta_HIv1_PredGene_g27745.t1
OG0015044	Acerv_evm.model.Segkk3973_pilon.9	Pocillopora_acuta_HIv1_PredGene_g12136.t1
OG0015045	Acerv_evm.model.Segkk3974_pilon.2	Pocillopora_acuta_HIv1_PredGene_g30729.t1
OG0015046	Acerv_evm.model.Segkk3976_pilon.39	Pocillopora_acuta_HIv1_PredGene_g24135.t1, Pocillopora_acuta_HIv1_PredGene_g26099.t1, Pocillopora_acuta_HIv1_PredGene_g19286.t1
OG0015047	Acerv_evm.model.Segkk3979_pilon.25	Pocillopora_acuta_HIv1_PredGene_g19082.t1
OG0015048	Acerv_evm.model.Segkk3979_pilon.3	Pocillopora_acuta_HIv1_PredGene_g18428.t1
OG0015049	Acerv_evm.model.Segkk3980_pilon.3	Pocillopora_acuta_HIv1_PredGene_g345.t1
OG0015050	Acerv_evm.model.Segkk3987_pilon.19	Pocillopora_acuta_HIv1_PredGene_g8986.t1
OG0015052	Acerv_evm.model.Segkk3990_pilon.12	Pocillopora_acuta_HIv1_PredGene_g4767.t1
OG0015053	Acerv_evm.model.Segkk3991_pilon.5	Pocillopora_acuta_HIv1_PredGene_g30971.t1
OG0015057	Acerv_evm.model.Segkk4001_pilon.6	Pocillopora_acuta_HIv1_PredGene_27487_t
OG0015058	Acerv_evm.model.Segkk4002_pilon.15	Pocillopora_acuta_HIv1_PredGene_g7947.t1
OG0015060	Acerv_evm.model.Segkk4006_pilon.12	Pocillopora_acuta_HIv1_PredGene_g16559.t1
