Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Mcavernosa.maker.proteins
OG0009485	Pocillopora_acuta_HIv1_PredGene_2212_t, Pocillopora_acuta_HIv1_PredGene_g18320.t1	Mcavernosa04917-RA
OG0009486	Pocillopora_acuta_HIv1_PredGene_g18332.t1	Mcavernosa25960-RA
OG0009487	Pocillopora_acuta_HIv1_PredGene_g18329.t1, Pocillopora_acuta_HIv1_PredGene_2221_t	Mcavernosa25964-RA
OG0009489	Pocillopora_acuta_HIv1_PredGene_g18409.t1	Mcavernosa04702-RA, Mcavernosa04707-RA
OG0009490	Pocillopora_acuta_HIv1_PredGene_g18404.t1	Mcavernosa27461-RA
OG0009492	Pocillopora_acuta_HIv1_PredGene_g18412.t1, Pocillopora_acuta_HIv1_PredGene_2300_t	Mcavernosa04710-RA
OG0009493	Pocillopora_acuta_HIv1_PredGene_g26383.t1, Pocillopora_acuta_HIv1_PredGene_14247_t	Mcavernosa11203-RA
OG0009494	Pocillopora_acuta_HIv1_PredGene_g26385.t1	Mcavernosa11196-RA, Mcavernosa11200-RA
OG0009495	Pocillopora_acuta_HIv1_PredGene_g26384.t1	Mcavernosa11202-RA
OG0009496	Pocillopora_acuta_HIv1_PredGene_g30730.t1, Pocillopora_acuta_HIv1_PredGene_g30730.t2	Mcavernosa15470-RA
OG0009497	Pocillopora_acuta_HIv1_PredGene_g8796.t1, Pocillopora_acuta_HIv1_PredGene_g19024.t1	Mcavernosa16929-RA
OG0009500	Pocillopora_acuta_HIv1_PredGene_g4064.t1	Mcavernosa03658-RA
OG0009501	Pocillopora_acuta_HIv1_PredGene_g25341.t1, Pocillopora_acuta_HIv1_PredGene_g20844.t1	Mcavernosa25644-RA
OG0009502	Pocillopora_acuta_HIv1_PredGene_g33428.t1, Pocillopora_acuta_HIv1_PredGene_16615_t	Mcavernosa24976-RA
OG0009503	Pocillopora_acuta_HIv1_PredGene_g23426.t1	Mcavernosa06219-RA
OG0009504	Pocillopora_acuta_HIv1_PredGene_g18277.t1	Mcavernosa06900-RA
OG0009505	Pocillopora_acuta_HIv1_PredGene_g18275.t1	Mcavernosa06906-RA, Mcavernosa06908-RA
OG0009506	Pocillopora_acuta_HIv1_PredGene_g23613.t1, Pocillopora_acuta_HIv1_PredGene_9890_t	Mcavernosa23583-RA
OG0009507	Pocillopora_acuta_HIv1_PredGene_g23591.t1	Mcavernosa26568-RA
OG0009508	Pocillopora_acuta_HIv1_PredGene_g23592.t1	Mcavernosa27789-RA
OG0009509	Pocillopora_acuta_HIv1_PredGene_g6247.t1	Mcavernosa19889-RA
OG0009512	Pocillopora_acuta_HIv1_PredGene_g18704.t1, Pocillopora_acuta_HIv1_PredGene_g18702.t1	Mcavernosa25410-RA
OG0009513	Pocillopora_acuta_HIv1_PredGene_g6253.t1	Mcavernosa19884-RA
OG0009514	Pocillopora_acuta_HIv1_PredGene_g8994.t1	Mcavernosa17544-RA
OG0009515	Pocillopora_acuta_HIv1_PredGene_g8984.t1, Pocillopora_acuta_HIv1_PredGene_3159_t	Mcavernosa18002-RA
OG0009516	Pocillopora_acuta_HIv1_PredGene_g8985.t1	Mcavernosa18003-RA
OG0009517	Pocillopora_acuta_HIv1_PredGene_g8982.t1	Mcavernosa17998-RA
OG0009518	Pocillopora_acuta_HIv1_PredGene_g15625.t1, Pocillopora_acuta_HIv1_PredGene_g16090.t1	Mcavernosa09266-RA
OG0009519	Pocillopora_acuta_HIv1_PredGene_g32039.t1	Mcavernosa03059-RA, Mcavernosa03062-RA
OG0009520	Pocillopora_acuta_HIv1_PredGene_g4771.t1	Mcavernosa18713-RA
OG0009521	Pocillopora_acuta_HIv1_PredGene_g31991.t1, Pocillopora_acuta_HIv1_PredGene_g813.t1	Mcavernosa18721-RA
OG0009522	Pocillopora_acuta_HIv1_PredGene_g32038.t1	Mcavernosa03054-RA
OG0009523	Pocillopora_acuta_HIv1_PredGene_27692_t, Pocillopora_acuta_HIv1_PredGene_g652.t1	Mcavernosa12943-RA
OG0009524	Pocillopora_acuta_HIv1_PredGene_g30090.t1	Mcavernosa32011-RA, Mcavernosa33328-RA
OG0009525	Pocillopora_acuta_HIv1_PredGene_g28555.t1	Mcavernosa08288-RA
OG0009526	Pocillopora_acuta_HIv1_PredGene_g28558.t1, Pocillopora_acuta_HIv1_PredGene_g28559.t1	Mcavernosa08291-RA
OG0009527	Pocillopora_acuta_HIv1_PredGene_g7948.t1	Mcavernosa28254-RA
OG0009528	Pocillopora_acuta_HIv1_PredGene_g7946.t1	Mcavernosa28253-RA
OG0009530	Pocillopora_acuta_HIv1_PredGene_g11391.t1, Pocillopora_acuta_HIv1_PredGene_g20051.t1	Mcavernosa19235-RA
OG0009531	Pocillopora_acuta_HIv1_PredGene_g20034.t1	Mcavernosa28828-RA
OG0009532	Pocillopora_acuta_HIv1_PredGene_g21099.t1, Pocillopora_acuta_HIv1_PredGene_g9365.t1	Mcavernosa01601-RA
OG0009533	Pocillopora_acuta_HIv1_PredGene_g16549.t2, Pocillopora_acuta_HIv1_PredGene_g16549.t1	Mcavernosa11324-RA
OG0009534	Pocillopora_acuta_HIv1_PredGene_g16555.t1	Mcavernosa11322-RA
OG0009535	Pocillopora_acuta_HIv1_PredGene_g16562.t1, Pocillopora_acuta_HIv1_PredGene_g16562.t2	Mcavernosa11313-RA
OG0009536	Pocillopora_acuta_HIv1_PredGene_g25650.t1	Mcavernosa07671-RA
OG0009537	Pocillopora_acuta_HIv1_PredGene_g25641.t1	Mcavernosa07679-RA
OG0009538	Pocillopora_acuta_HIv1_PredGene_g25645.t1	Mcavernosa07675-RA
OG0009539	Pocillopora_acuta_HIv1_PredGene_g25635.t1	Mcavernosa07688-RA
OG0009540	Pocillopora_acuta_HIv1_PredGene_g31802.t1, Pocillopora_acuta_HIv1_PredGene_29960_t	Mcavernosa06469-RA
OG0009541	Pocillopora_acuta_HIv1_PredGene_g26369.t1	Mcavernosa11216-RA, Mcavernosa11215-RA
OG0009543	Pocillopora_acuta_HIv1_PredGene_g32276.t1	Mcavernosa09412-RA
OG0009544	Pocillopora_acuta_HIv1_PredGene_g8388.t1	Mcavernosa27262-RA
OG0009545	Pocillopora_acuta_HIv1_PredGene_g23544.t1, Pocillopora_acuta_HIv1_PredGene_g28810.t1, Pocillopora_acuta_HIv1_PredGene_g1551.t1	Mcavernosa30969-RA
OG0009546	Pocillopora_acuta_HIv1_PredGene_g23728.t1	Mcavernosa15931-RA, Mcavernosa30324-RA, Mcavernosa23594-RA
OG0009547	Pocillopora_acuta_HIv1_PredGene_g9075.t1	Mcavernosa13978-RA
OG0009548	Pocillopora_acuta_HIv1_PredGene_g9090.t1	Mcavernosa13969-RA, Mcavernosa13967-RA
OG0009549	Pocillopora_acuta_HIv1_PredGene_g9088.t1	Mcavernosa13972-RA
OG0009550	Pocillopora_acuta_HIv1_PredGene_g9080.t1	Mcavernosa13977-RA
OG0009551	Pocillopora_acuta_HIv1_PredGene_g10813.t2, Pocillopora_acuta_HIv1_PredGene_g10813.t1	Mcavernosa15243-RA
OG0009552	Pocillopora_acuta_HIv1_PredGene_g23724.t1	Mcavernosa23598-RA
OG0009553	Pocillopora_acuta_HIv1_PredGene_g16310.t1	Mcavernosa14379-RA
OG0009554	Pocillopora_acuta_HIv1_PredGene_g16306.t1, Pocillopora_acuta_HIv1_PredGene_10305_t	Mcavernosa14392-RA
OG0009555	Pocillopora_acuta_HIv1_PredGene_g20490.t1, Pocillopora_acuta_HIv1_PredGene_g6463.t1, Pocillopora_acuta_HIv1_PredGene_6965_t	Mcavernosa28853-RA
OG0009556	Pocillopora_acuta_HIv1_PredGene_g20488.t1	Mcavernosa28850-RA
OG0009557	Pocillopora_acuta_HIv1_PredGene_g27253.t1, Pocillopora_acuta_HIv1_PredGene_g22208.t1	Mcavernosa33975-RA
OG0009558	Pocillopora_acuta_HIv1_PredGene_g27251.t1, Pocillopora_acuta_HIv1_PredGene_g22206.t1	Mcavernosa11858-RA
OG0009559	Pocillopora_acuta_HIv1_PredGene_g22217.t1, Pocillopora_acuta_HIv1_PredGene_g26622.t1	Mcavernosa11854-RA
OG0009560	Pocillopora_acuta_HIv1_PredGene_g26621.t1, Pocillopora_acuta_HIv1_PredGene_g22218.t1, Pocillopora_acuta_HIv1_PredGene_18855_t	Mcavernosa11853-RA, Mcavernosa33734-RA
OG0009561	Pocillopora_acuta_HIv1_PredGene_g1523.t1, Pocillopora_acuta_HIv1_PredGene_g32566.t1	Mcavernosa13705-RA
OG0009562	Pocillopora_acuta_HIv1_PredGene_g32564.t1, Pocillopora_acuta_HIv1_PredGene_g1521.t1	Mcavernosa13702-RA
OG0009563	Pocillopora_acuta_HIv1_PredGene_g11832.t1, Pocillopora_acuta_HIv1_PredGene_g22523.t1	Mcavernosa16848-RA
OG0009564	Pocillopora_acuta_HIv1_PredGene_g11833.t1, Pocillopora_acuta_HIv1_PredGene_g22524.t1	Mcavernosa16849-RA
OG0009565	Pocillopora_acuta_HIv1_PredGene_21462_t, Pocillopora_acuta_HIv1_PredGene_g22517.t1	Mcavernosa20958-RA
OG0009566	Pocillopora_acuta_HIv1_PredGene_g18308.t1	Mcavernosa32183-RA
OG0009567	Pocillopora_acuta_HIv1_PredGene_g30807.t1, Pocillopora_acuta_HIv1_PredGene_14296_t	Mcavernosa02660-RA
OG0009568	Pocillopora_acuta_HIv1_PredGene_g18289.t1	Mcavernosa12766-RA
OG0009569	Pocillopora_acuta_HIv1_PredGene_g18307.t1	Mcavernosa32188-RA
OG0009570	Pocillopora_acuta_HIv1_PredGene_g18296.t1	Mcavernosa33193-RA, Mcavernosa12749-RA
OG0009571	Pocillopora_acuta_HIv1_PredGene_g18305.t1	Mcavernosa32195-RA
OG0009572	Pocillopora_acuta_HIv1_PredGene_21793_t, Pocillopora_acuta_HIv1_PredGene_g12613.t1	Mcavernosa02346-RA
OG0009573	Pocillopora_acuta_HIv1_PredGene_g12609.t1	Mcavernosa02342-RA
OG0009575	Pocillopora_acuta_HIv1_PredGene_g6257.t1	Mcavernosa22765-RA, Mcavernosa27609-RA
OG0009576	Pocillopora_acuta_HIv1_PredGene_g6258.t1	Mcavernosa22768-RA
OG0009577	Pocillopora_acuta_HIv1_PredGene_g13938.t1, Pocillopora_acuta_HIv1_PredGene_g6260.t1	Mcavernosa22770-RA
OG0009578	Pocillopora_acuta_HIv1_PredGene_16196_t, Pocillopora_acuta_HIv1_PredGene_g12210.t1	Mcavernosa06803-RA
OG0009580	Pocillopora_acuta_HIv1_PredGene_g10449.t1, Pocillopora_acuta_HIv1_PredGene_g30458.t1	Mcavernosa08986-RA
OG0009581	Pocillopora_acuta_HIv1_PredGene_g10455.t1	Mcavernosa08983-RA
OG0009582	Pocillopora_acuta_HIv1_PredGene_g10466.t1, Pocillopora_acuta_HIv1_PredGene_g24146.t1	Mcavernosa25606-RA
OG0009583	Pocillopora_acuta_HIv1_PredGene_g10463.t1, Pocillopora_acuta_HIv1_PredGene_g24143.t1	Mcavernosa07649-RA
OG0009584	Pocillopora_acuta_HIv1_PredGene_g14701.t1	Mcavernosa26309-RA
OG0009585	Pocillopora_acuta_HIv1_PredGene_g15355.t1, Pocillopora_acuta_HIv1_PredGene_g5104.t1	Mcavernosa13357-RA
OG0009587	Pocillopora_acuta_HIv1_PredGene_g31489.t1	Mcavernosa17020-RA
OG0009588	Pocillopora_acuta_HIv1_PredGene_g2053.t1, Pocillopora_acuta_HIv1_PredGene_g2052.t1	Mcavernosa06995-RA, Mcavernosa34385-RA
OG0009589	Pocillopora_acuta_HIv1_PredGene_g7166.t1	Mcavernosa01351-RA
OG0009590	Pocillopora_acuta_HIv1_PredGene_22237_t, Pocillopora_acuta_HIv1_PredGene_g2047.t1	Mcavernosa07004-RA
OG0009591	Pocillopora_acuta_HIv1_PredGene_g2044.t1	Mcavernosa07009-RA
OG0009592	Pocillopora_acuta_HIv1_PredGene_g2036.t1	Mcavernosa07015-RA
OG0009593	Pocillopora_acuta_HIv1_PredGene_g12015.t1	Mcavernosa06997-RA, Mcavernosa07000-RA
OG0009594	Pocillopora_acuta_HIv1_PredGene_g15058.t1	Mcavernosa01025-RA, Mcavernosa01024-RA
OG0009595	Pocillopora_acuta_HIv1_PredGene_g25368.t1, Pocillopora_acuta_HIv1_PredGene_g25368.t2	Mcavernosa01954-RA
OG0009596	Pocillopora_acuta_HIv1_PredGene_g12575.t1, Pocillopora_acuta_HIv1_PredGene_g12601.t1	Mcavernosa02311-RA
OG0009597	Pocillopora_acuta_HIv1_PredGene_g30536.t1	Mcavernosa13304-RA, Mcavernosa13305-RA
OG0009598	Pocillopora_acuta_HIv1_PredGene_g21882.t1	Mcavernosa18882-RA
OG0009599	Pocillopora_acuta_HIv1_PredGene_g1764.t1, Pocillopora_acuta_HIv1_PredGene_26086_t	Mcavernosa28101-RA
OG0009600	Pocillopora_acuta_HIv1_PredGene_g17711.t1, Pocillopora_acuta_HIv1_PredGene_g17711.t2	Mcavernosa15944-RA
OG0009601	Pocillopora_acuta_HIv1_PredGene_g9208.t1, Pocillopora_acuta_HIv1_PredGene_g9208.t2	Mcavernosa09283-RA
OG0009602	Pocillopora_acuta_HIv1_PredGene_g29395.t1	Mcavernosa35205-RA
OG0009603	Pocillopora_acuta_HIv1_PredGene_g25488.t1, Pocillopora_acuta_HIv1_PredGene_19436_t	Mcavernosa03486-RA
OG0009604	Pocillopora_acuta_HIv1_PredGene_g14356.t1	Mcavernosa18421-RA
OG0009605	Pocillopora_acuta_HIv1_PredGene_2057_t, Pocillopora_acuta_HIv1_PredGene_g18167.t1	Mcavernosa22488-RA
OG0009606	Pocillopora_acuta_HIv1_PredGene_g3911.t1	Mcavernosa20325-RA, Mcavernosa20329-RA
OG0009607	Pocillopora_acuta_HIv1_PredGene_g3447.t2, Pocillopora_acuta_HIv1_PredGene_g3447.t1	Mcavernosa06743-RA
OG0009608	Pocillopora_acuta_HIv1_PredGene_g15771.t1, Pocillopora_acuta_HIv1_PredGene_27939_t	Mcavernosa09590-RA
OG0009609	Pocillopora_acuta_HIv1_PredGene_g54.t1, Pocillopora_acuta_HIv1_PredGene_5412_t	Mcavernosa09162-RA
OG0009611	Pocillopora_acuta_HIv1_PredGene_g21999.t1	Mcavernosa09867-RA
OG0009612	Pocillopora_acuta_HIv1_PredGene_g22006.t1, Pocillopora_acuta_HIv1_PredGene_4233_t	Mcavernosa19666-RA
OG0009613	Pocillopora_acuta_HIv1_PredGene_g25592.t1, Pocillopora_acuta_HIv1_PredGene_7434_t	Mcavernosa07760-RA
OG0009614	Pocillopora_acuta_HIv1_PredGene_g9967.t1	Mcavernosa11195-RA
OG0009615	Pocillopora_acuta_HIv1_PredGene_g10250.t1, Pocillopora_acuta_HIv1_PredGene_g26737.t1	Mcavernosa06958-RA
OG0009616	Pocillopora_acuta_HIv1_PredGene_g7516.t1, Pocillopora_acuta_HIv1_PredGene_505_t	Mcavernosa21309-RA
OG0009617	Pocillopora_acuta_HIv1_PredGene_g15090.t1	Mcavernosa01055-RA
OG0009618	Pocillopora_acuta_HIv1_PredGene_g15064.t1, Pocillopora_acuta_HIv1_PredGene_3525_t	Mcavernosa01036-RA
OG0009619	Pocillopora_acuta_HIv1_PredGene_g15080.t1	Mcavernosa01041-RA
OG0009620	Pocillopora_acuta_HIv1_PredGene_g15085.t1	Mcavernosa01050-RA
OG0009621	Pocillopora_acuta_HIv1_PredGene_g15084.t1	Mcavernosa01049-RA
OG0009622	Pocillopora_acuta_HIv1_PredGene_g15082.t1	Mcavernosa01046-RA
OG0009623	Pocillopora_acuta_HIv1_PredGene_g15089.t1	Mcavernosa01054-RA
OG0009624	Pocillopora_acuta_HIv1_PredGene_g20608.t1, Pocillopora_acuta_HIv1_PredGene_g14169.t1, Pocillopora_acuta_HIv1_PredGene_g10764.t1	Mcavernosa07104-RA
OG0009625	Pocillopora_acuta_HIv1_PredGene_14001_t, Pocillopora_acuta_HIv1_PredGene_g1176.t1	Mcavernosa20742-RA
OG0009626	Pocillopora_acuta_HIv1_PredGene_g16022.t1, Pocillopora_acuta_HIv1_PredGene_g15532.t1	Mcavernosa02242-RA
OG0009627	Pocillopora_acuta_HIv1_PredGene_g18511.t1	Mcavernosa10809-RA
OG0009628	Pocillopora_acuta_HIv1_PredGene_g30813.t1	Mcavernosa02654-RA
OG0009629	Pocillopora_acuta_HIv1_PredGene_g1294.t1	Mcavernosa26277-RA
OG0009630	Pocillopora_acuta_HIv1_PredGene_g28966.t1	Mcavernosa01417-RA
OG0009631	Pocillopora_acuta_HIv1_PredGene_22574_t, Pocillopora_acuta_HIv1_PredGene_g20219.t1	Mcavernosa01267-RA
OG0009632	Pocillopora_acuta_HIv1_PredGene_g8305.t1	Mcavernosa00089-RA, Mcavernosa00083-RA
OG0009633	Pocillopora_acuta_HIv1_PredGene_g28471.t1	Mcavernosa01909-RA, Mcavernosa01907-RA
OG0009634	Pocillopora_acuta_HIv1_PredGene_g17443.t1	Mcavernosa30584-RA
OG0009635	Pocillopora_acuta_HIv1_PredGene_g24990.t1	Mcavernosa23032-RA
OG0009636	Pocillopora_acuta_HIv1_PredGene_g10628.t1, Pocillopora_acuta_HIv1_PredGene_g24115.t1	Mcavernosa28999-RA
OG0009637	Pocillopora_acuta_HIv1_PredGene_g28564.t1	Mcavernosa15266-RA
OG0009638	Pocillopora_acuta_HIv1_PredGene_g26160.t1, Pocillopora_acuta_HIv1_PredGene_21948_t	Mcavernosa25293-RA
OG0009639	Pocillopora_acuta_HIv1_PredGene_g26157.t1	Mcavernosa25298-RA
OG0009640	Pocillopora_acuta_HIv1_PredGene_g87.t1, Pocillopora_acuta_HIv1_PredGene_5447_t	Mcavernosa12129-RA
OG0009641	Pocillopora_acuta_HIv1_PredGene_g2200.t1	Mcavernosa13121-RA
OG0009642	Pocillopora_acuta_HIv1_PredGene_g2201.t1, Pocillopora_acuta_HIv1_PredGene_g2201.t2	Mcavernosa13122-RA
OG0009643	Pocillopora_acuta_HIv1_PredGene_g2203.t1	Mcavernosa13125-RA
OG0009644	Pocillopora_acuta_HIv1_PredGene_g2207.t1	Mcavernosa13135-RA
OG0009646	Pocillopora_acuta_HIv1_PredGene_g33495.t1	Mcavernosa32404-RA
OG0009647	Pocillopora_acuta_HIv1_PredGene_g33494.t1, Pocillopora_acuta_HIv1_PredGene_g33494.t2	Mcavernosa32405-RA
OG0009648	Pocillopora_acuta_HIv1_PredGene_16678_t, Pocillopora_acuta_HIv1_PredGene_g33492.t1	Mcavernosa32407-RA
OG0009649	Pocillopora_acuta_HIv1_PredGene_16675_t, Pocillopora_acuta_HIv1_PredGene_g33489.t1	Mcavernosa24117-RA
OG0009650	Pocillopora_acuta_HIv1_PredGene_g18806.t1	Mcavernosa07485-RA
OG0009651	Pocillopora_acuta_HIv1_PredGene_g11505.t1	Mcavernosa03433-RA
OG0009652	Pocillopora_acuta_HIv1_PredGene_g31424.t1	Mcavernosa27162-RA
OG0009653	Pocillopora_acuta_HIv1_PredGene_g16909.t1	Mcavernosa20367-RA
OG0009654	Pocillopora_acuta_HIv1_PredGene_g25540.t1, Pocillopora_acuta_HIv1_PredGene_g25540.t2	Mcavernosa10361-RA
OG0009657	Pocillopora_acuta_HIv1_PredGene_g19530.t1	Mcavernosa05383-RA
OG0009658	Pocillopora_acuta_HIv1_PredGene_g17215.t1, Pocillopora_acuta_HIv1_PredGene_g29059.t1	Mcavernosa09553-RA
OG0009659	Pocillopora_acuta_HIv1_PredGene_g18496.t1	Mcavernosa23867-RA
OG0009660	Pocillopora_acuta_HIv1_PredGene_g18792.t1	Mcavernosa15727-RA, Mcavernosa15726-RA, Mcavernosa15725-RA
OG0009661	Pocillopora_acuta_HIv1_PredGene_g7244.t1	Mcavernosa08362-RA
OG0009662	Pocillopora_acuta_HIv1_PredGene_g7245.t1	Mcavernosa08361-RA
OG0009663	Pocillopora_acuta_HIv1_PredGene_g23435.t1	Mcavernosa11758-RA
OG0009664	Pocillopora_acuta_HIv1_PredGene_5008_t, Pocillopora_acuta_HIv1_PredGene_g23436.t1	Mcavernosa02527-RA
OG0009665	Pocillopora_acuta_HIv1_PredGene_g28066.t1, Pocillopora_acuta_HIv1_PredGene_g23036.t1	Mcavernosa17141-RA
OG0009666	Pocillopora_acuta_HIv1_PredGene_g8224.t1	Mcavernosa30834-RA
OG0009667	Pocillopora_acuta_HIv1_PredGene_936_t, Pocillopora_acuta_HIv1_PredGene_g8217.t1	Mcavernosa30846-RA
OG0009668	Pocillopora_acuta_HIv1_PredGene_g16948.t1	Mcavernosa06596-RA
OG0009670	Pocillopora_acuta_HIv1_PredGene_g4837.t1	Mcavernosa22814-RA, Mcavernosa22815-RA
OG0009671	Pocillopora_acuta_HIv1_PredGene_g16332.t1, Pocillopora_acuta_HIv1_PredGene_g16331.t1	Mcavernosa14428-RA
OG0009672	Pocillopora_acuta_HIv1_PredGene_10294_t	Mcavernosa14409-RA
OG0009673	Pocillopora_acuta_HIv1_PredGene_g16291.t1	Mcavernosa14414-RA
OG0009674	Pocillopora_acuta_HIv1_PredGene_g7353.t1	Mcavernosa24261-RA
OG0009675	Pocillopora_acuta_HIv1_PredGene_g7358.t1, Pocillopora_acuta_HIv1_PredGene_355_t	Mcavernosa10580-RA, Mcavernosa29418-RA
OG0009676	Pocillopora_acuta_HIv1_PredGene_g32292.t1, Pocillopora_acuta_HIv1_PredGene_11921_t	Mcavernosa10090-RA
OG0009677	Pocillopora_acuta_HIv1_PredGene_11919_t, Pocillopora_acuta_HIv1_PredGene_g32290.t1	Mcavernosa10093-RA
OG0009678	Pocillopora_acuta_HIv1_PredGene_g32289.t1	Mcavernosa10094-RA
OG0009680	Pocillopora_acuta_HIv1_PredGene_g12765.t1, Pocillopora_acuta_HIv1_PredGene_g6237.t1	Mcavernosa31060-RA
OG0009681	Pocillopora_acuta_HIv1_PredGene_g3508.t1	Mcavernosa31077-RA
OG0009682	Pocillopora_acuta_HIv1_PredGene_g32942.t1, Pocillopora_acuta_HIv1_PredGene_g14229.t1	Mcavernosa31644-RA
OG0009684	Pocillopora_acuta_HIv1_PredGene_g14231.t1, Pocillopora_acuta_HIv1_PredGene_g32940.t1	Mcavernosa31649-RA
OG0009685	Pocillopora_acuta_HIv1_PredGene_g8704.t1, Pocillopora_acuta_HIv1_PredGene_28830_t	Mcavernosa18766-RA
OG0009686	Pocillopora_acuta_HIv1_PredGene_g29915.t1	Mcavernosa12536-RA
OG0009687	Pocillopora_acuta_HIv1_PredGene_10138_t	Mcavernosa35129-RA, Mcavernosa12541-RA
OG0009688	Pocillopora_acuta_HIv1_PredGene_g1217.t1, Pocillopora_acuta_HIv1_PredGene_g1217.t2	Mcavernosa21721-RA
OG0009689	Pocillopora_acuta_HIv1_PredGene_g1218.t1	Mcavernosa15483-RA
OG0009690	Pocillopora_acuta_HIv1_PredGene_17292_t, Pocillopora_acuta_HIv1_PredGene_g4957.t1	Mcavernosa16175-RA
OG0009691	Pocillopora_acuta_HIv1_PredGene_g4960.t1	Mcavernosa16178-RA
OG0009692	Pocillopora_acuta_HIv1_PredGene_g4961.t1, Pocillopora_acuta_HIv1_PredGene_17296_t	Mcavernosa16179-RA
OG0009693	Pocillopora_acuta_HIv1_PredGene_g4962.t1	Mcavernosa16183-RA, Mcavernosa16180-RA
OG0009694	Pocillopora_acuta_HIv1_PredGene_g12981.t1	Mcavernosa13611-RA
OG0009696	Pocillopora_acuta_HIv1_PredGene_g32474.t1	Mcavernosa14463-RA
OG0009697	Pocillopora_acuta_HIv1_PredGene_g32475.t1	Mcavernosa14461-RA, Mcavernosa14462-RA
OG0009698	Pocillopora_acuta_HIv1_PredGene_g1253.t1, Pocillopora_acuta_HIv1_PredGene_11623_t	Mcavernosa19820-RA
OG0009699	Pocillopora_acuta_HIv1_PredGene_g1262.t1, Pocillopora_acuta_HIv1_PredGene_g1260.t1	Mcavernosa19816-RA
OG0009700	Pocillopora_acuta_HIv1_PredGene_g10081.t1	Mcavernosa10300-RA
OG0009701	Pocillopora_acuta_HIv1_PredGene_g30062.t1, Pocillopora_acuta_HIv1_PredGene_g32538.t1	Mcavernosa32003-RA
OG0009703	Pocillopora_acuta_HIv1_PredGene_29945_t, Pocillopora_acuta_HIv1_PredGene_g31787.t1	Mcavernosa06453-RA
OG0009704	Pocillopora_acuta_HIv1_PredGene_g1002.t1	Mcavernosa15775-RA, Mcavernosa15777-RA
OG0009705	Pocillopora_acuta_HIv1_PredGene_g7808.t1	Mcavernosa16410-RA, Mcavernosa16411-RA
OG0009706	Pocillopora_acuta_HIv1_PredGene_g8312.t1	Mcavernosa00099-RA
OG0009707	Pocillopora_acuta_HIv1_PredGene_g8296.t1	Mcavernosa21273-RA
OG0009708	Pocillopora_acuta_HIv1_PredGene_g12447.t1, Pocillopora_acuta_HIv1_PredGene_g12447.t2	Mcavernosa05210-RA
OG0009709	Pocillopora_acuta_HIv1_PredGene_g12445.t1, Pocillopora_acuta_HIv1_PredGene_24551_t	Mcavernosa05207-RA, Mcavernosa05205-RA, Mcavernosa05204-RA
OG0009710	Pocillopora_acuta_HIv1_PredGene_g12442.t1	Mcavernosa05199-RA
OG0009711	Pocillopora_acuta_HIv1_PredGene_g19920.t1, Pocillopora_acuta_HIv1_PredGene_g33576.t1	Mcavernosa23568-RA
OG0009712	Pocillopora_acuta_HIv1_PredGene_g33586.t1	Mcavernosa27570-RA
OG0009713	Pocillopora_acuta_HIv1_PredGene_29693_t, Pocillopora_acuta_HIv1_PredGene_g33590.t1	Mcavernosa23241-RA
OG0009714	Pocillopora_acuta_HIv1_PredGene_g16343.t1	Mcavernosa14424-RA, Mcavernosa05179-RA
OG0009715	Pocillopora_acuta_HIv1_PredGene_g16344.t1, Pocillopora_acuta_HIv1_PredGene_g16344.t2	Mcavernosa05180-RA
OG0009716	Pocillopora_acuta_HIv1_PredGene_g6295.t1	Mcavernosa00272-RA, Mcavernosa00273-RA
OG0009717	Pocillopora_acuta_HIv1_PredGene_g25033.t1	Mcavernosa30275-RA, Mcavernosa30273-RA
OG0009718	Pocillopora_acuta_HIv1_PredGene_g18053.t1, Pocillopora_acuta_HIv1_PredGene_g12749.t1	Mcavernosa35155-RA
OG0009719	Pocillopora_acuta_HIv1_PredGene_g817.t1, Pocillopora_acuta_HIv1_PredGene_g31994.t1	Mcavernosa08333-RA
OG0009720	Pocillopora_acuta_HIv1_PredGene_g13902.t1, Pocillopora_acuta_HIv1_PredGene_g14321.t1	Mcavernosa00574-RA
OG0009721	Pocillopora_acuta_HIv1_PredGene_g14325.t1, Pocillopora_acuta_HIv1_PredGene_g13898.t1	Mcavernosa00582-RA
OG0009722	Pocillopora_acuta_HIv1_PredGene_g13218.t1	Mcavernosa32392-RA
OG0009723	Pocillopora_acuta_HIv1_PredGene_g17509.t1, Pocillopora_acuta_HIv1_PredGene_g4248.t1	Mcavernosa11763-RA
OG0009724	Pocillopora_acuta_HIv1_PredGene_g24778.t2, Pocillopora_acuta_HIv1_PredGene_g24778.t1	Mcavernosa30081-RA
OG0009725	Pocillopora_acuta_HIv1_PredGene_g24773.t1	Mcavernosa27287-RA
OG0009726	Pocillopora_acuta_HIv1_PredGene_g18584.t1	Mcavernosa11034-RA
OG0009727	Pocillopora_acuta_HIv1_PredGene_g18583.t1	Mcavernosa11035-RA
OG0009728	Pocillopora_acuta_HIv1_PredGene_g25121.t1	Mcavernosa18623-RA
OG0009729	Pocillopora_acuta_HIv1_PredGene_g11339.t1	Mcavernosa31381-RA
OG0009730	Pocillopora_acuta_HIv1_PredGene_g10214.t1	Mcavernosa10468-RA, Mcavernosa10465-RA
OG0009731	Pocillopora_acuta_HIv1_PredGene_g10211.t1	Mcavernosa10473-RA
