Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0014121	plut2.m8.2475.m1, plut2.m8.2479.m1	Pocillopora_acuta_HIv1_PredGene_g19474.t1, Pocillopora_acuta_HIv1_PredGene_g19475.t1
OG0014123	plut2.m8.3908.m1	Pocillopora_acuta_HIv1_PredGene_g23286.t1
OG0014130	plut2.m8.4260.m1	Pocillopora_acuta_HIv1_PredGene_6772_t, Pocillopora_acuta_HIv1_PredGene_g26844.t1, Pocillopora_acuta_HIv1_PredGene_g31964.t1
OG0014133	plut2.m8.33197.m1, plut2.m8.22881.m1	Pocillopora_acuta_HIv1_PredGene_g31509.t1
OG0014135	plut2.m8.2334.m1	Pocillopora_acuta_HIv1_PredGene_g20759.t1
OG0014136	jamg1.model.Sc0000114.24, jamg1.model.Sc0000114.23	Pocillopora_acuta_HIv1_PredGene_g26982.t1
OG0014137	plut2.m8.17229.m1	Pocillopora_acuta_HIv1_PredGene_g13210.t1
OG0014138	plut2.m8.9756.m1	Pocillopora_acuta_HIv1_PredGene_g21588.t1, Pocillopora_acuta_HIv1_PredGene_g21589.t1, Pocillopora_acuta_HIv1_PredGene_g21586.t1, Pocillopora_acuta_HIv1_PredGene_g21585.t1
OG0014141	plut2.m8.26938.m1	Pocillopora_acuta_HIv1_PredGene_8838_t, Pocillopora_acuta_HIv1_PredGene_g4579.t1, Pocillopora_acuta_HIv1_PredGene_g4581.t1, Pocillopora_acuta_HIv1_PredGene_g4582.t1
OG0014142	plut2.m8.16955.m1, plut2.m8.16953.m1, plut2.m8.20339.m1	Pocillopora_acuta_HIv1_PredGene_31590_t, Pocillopora_acuta_HIv1_PredGene_g13379.t1
OG0014145	plut2.m8.1254.m1	Pocillopora_acuta_HIv1_PredGene_19179_t, Pocillopora_acuta_HIv1_PredGene_g13052.t1, Pocillopora_acuta_HIv1_PredGene_g19091.t1
OG0014146	plut2.m8.28282.m1, plut2.m8.28284.m1, plut2.m8.2396.m1	Pocillopora_acuta_HIv1_PredGene_g16819.t2, Pocillopora_acuta_HIv1_PredGene_g16819.t1
OG0014149	plut2.m8.26367.m1, plut2.m8.16267.m1, plut2.m8.5780.m1	Pocillopora_acuta_HIv1_PredGene_g28074.t1
OG0014175	plut2.m8.3995.m1	Pocillopora_acuta_HIv1_PredGene_g24686.t1, Pocillopora_acuta_HIv1_PredGene_g3804.t1
OG0014185	plut2.m8.10488.m1	Pocillopora_acuta_HIv1_PredGene_g7745.t1, Pocillopora_acuta_HIv1_PredGene_g29611.t1, Pocillopora_acuta_HIv1_PredGene_g2064.t1, Pocillopora_acuta_HIv1_PredGene_g7933.t1
OG0014186	plut2.m8.16165.m1, plut2.m8.3155.m1, plut2.m8.2530.m1, plut2.m8.2534.m1	Pocillopora_acuta_HIv1_PredGene_g22017.t1
OG0014187	plut2.m8.22587.m1, plut2.m8.18826.m1, plut2.m8.15725.m1	Pocillopora_acuta_HIv1_PredGene_g13703.t1, Pocillopora_acuta_HIv1_PredGene_g22962.t1
OG0014188	plut2.m8.732.m1	Pocillopora_acuta_HIv1_PredGene_g933.t1, Pocillopora_acuta_HIv1_PredGene_g25060.t1, Pocillopora_acuta_HIv1_PredGene_g25050.t1, Pocillopora_acuta_HIv1_PredGene_32286_t, Pocillopora_acuta_HIv1_PredGene_1613_t
OG0014190	plut2.m8.28362.m1, plut2.m8.24012.m1, plut2.m8.24014.m1	Pocillopora_acuta_HIv1_PredGene_g754.t1, Pocillopora_acuta_HIv1_PredGene_g729.t1, Pocillopora_acuta_HIv1_PredGene_g753.t1
OG0014193	plut2.m8.21053.m1	Pocillopora_acuta_HIv1_PredGene_g8899.t2, Pocillopora_acuta_HIv1_PredGene_g8899.t1, Pocillopora_acuta_HIv1_PredGene_g22826.t1, Pocillopora_acuta_HIv1_PredGene_6443_t, Pocillopora_acuta_HIv1_PredGene_30117_t
OG0014194	plut2.m8.31565.m1, plut2.m8.18890.m1, plut2.m8.33516.m1, plut2.m8.26444.m1, plut2.m8.14795.m1	Pocillopora_acuta_HIv1_PredGene_g9748.t1
OG0014197	plut2.m8.6437.m1	Pocillopora_acuta_HIv1_PredGene_g19726.t1
OG0014197	plut2.m8.24392.m1, plut2.m8.1827.m1	Pocillopora_acuta_HIv1_PredGene_g19725.t1, Pocillopora_acuta_HIv1_PredGene_g19724.t1
OG0014202	plut2.m8.21730.m1	Pocillopora_acuta_HIv1_PredGene_g2459.t1
OG0014203	plut2.m8.27523.m1	Pocillopora_acuta_HIv1_PredGene_g30010.t1
OG0014204	jamg1.model.xfSc0000023.18	Pocillopora_acuta_HIv1_PredGene_g30009.t1
OG0014210	plut2.m8.21507.m1	Pocillopora_acuta_HIv1_PredGene_g534.t1
OG0014212	plut2.m8.886.m1	Pocillopora_acuta_HIv1_PredGene_g24414.t1
OG0014214	plut2.m8.7753.m1	Pocillopora_acuta_HIv1_PredGene_g11306.t1
OG0014215	jamg1.model.Sc0000060.62	Pocillopora_acuta_HIv1_PredGene_g30563.t1
OG0014216	plut2.m8.27578.m1	Pocillopora_acuta_HIv1_PredGene_g22616.t1
OG0014220	jamg1.model.Sc0000038.17	Pocillopora_acuta_HIv1_PredGene_g24266.t1
OG0014221	plut2.m8.14412.m1	Pocillopora_acuta_HIv1_PredGene_g25483.t1
OG0014225	plut2.m8.5585.m1	Pocillopora_acuta_HIv1_PredGene_g17123.t1
OG0014227	plut2.m8.17089.m1	Pocillopora_acuta_HIv1_PredGene_g12158.t1
OG0014228	plut2.m8.17097.m1	Pocillopora_acuta_HIv1_PredGene_g12157.t1
OG0014229	plut2.m8.17085.m1	Pocillopora_acuta_HIv1_PredGene_g18960.t1
OG0014231	plut2.m8.3769.m1	Pocillopora_acuta_HIv1_PredGene_g18978.t1
OG0014232	plut2.m8.3767.m1	Pocillopora_acuta_HIv1_PredGene_g18979.t1
OG0014233	plut2.m8.3756.m1	Pocillopora_acuta_HIv1_PredGene_g18992.t1
OG0014234	plut2.m8.22261.m1	Pocillopora_acuta_HIv1_PredGene_g11646.t1
OG0014235	jamg1.model.Sc0000460.22	Pocillopora_acuta_HIv1_PredGene_g22647.t1, Pocillopora_acuta_HIv1_PredGene_g11650.t1
OG0014238	plut2.m8.542.m1	Pocillopora_acuta_HIv1_PredGene_g17989.t1
OG0014239	plut2.m8.13378.m1	Pocillopora_acuta_HIv1_PredGene_g5791.t1
OG0014240	plut2.m8.13383.m1	Pocillopora_acuta_HIv1_PredGene_g5792.t1
OG0014241	plut2.m8.8193.m1	Pocillopora_acuta_HIv1_PredGene_g22089.t1
OG0014243	plut2.m8.8190.m1	Pocillopora_acuta_HIv1_PredGene_g22087.t1
OG0014245	plut2.m8.22247.m1	Pocillopora_acuta_HIv1_PredGene_g11644.t1
OG0014246	plut2.m8.30040.m1	Pocillopora_acuta_HIv1_PredGene_g18360.t1
OG0014247	plut2.m8.20809.m1	Pocillopora_acuta_HIv1_PredGene_g14400.t1
OG0014249	plut2.m8.6500.m1	Pocillopora_acuta_HIv1_PredGene_g20100.t1
OG0014250	plut2.m8.27411.m1	Pocillopora_acuta_HIv1_PredGene_g27452.t1
OG0014251	plut2.m8.27405.m1	Pocillopora_acuta_HIv1_PredGene_g27448.t1
OG0014254	plut2.m8.14409.m1	Pocillopora_acuta_HIv1_PredGene_g5502.t1
OG0014255	plut2.m8.620.m1	Pocillopora_acuta_HIv1_PredGene_g8768.t1
OG0014256	plut2.m8.621.m1	Pocillopora_acuta_HIv1_PredGene_g19836.t1
OG0014261	plut2.m8.5345.m1	Pocillopora_acuta_HIv1_PredGene_g13490.t1
OG0014262	plut2.m8.5337.m1	Pocillopora_acuta_HIv1_PredGene_g13489.t1
OG0014263	plut2.m8.9485.m1	Pocillopora_acuta_HIv1_PredGene_g3684.t1
OG0014264	plut2.m8.18287.m1	Pocillopora_acuta_HIv1_PredGene_g19609.t1
OG0014265	plut2.m8.18299.m1	Pocillopora_acuta_HIv1_PredGene_g19608.t1
OG0014266	jamg1.model.Sc0000216.23	Pocillopora_acuta_HIv1_PredGene_g15462.t1
OG0014267	plut2.m8.1441.m1	Pocillopora_acuta_HIv1_PredGene_g5782.t1
OG0014269	plut2.m8.28510.m1	Pocillopora_acuta_HIv1_PredGene_g23073.t1
OG0014271	jamg1.model.Sc0000466.8	Pocillopora_acuta_HIv1_PredGene_g3875.t1
OG0014276	plut2.m8.2383.m1	Pocillopora_acuta_HIv1_PredGene_g16797.t1
OG0014285	plut2.m8.5114.m1	Pocillopora_acuta_HIv1_PredGene_g11291.t1
OG0014286	plut2.m8.5105.m1	Pocillopora_acuta_HIv1_PredGene_g11287.t1
OG0014288	plut2.m8.11395.m1	Pocillopora_acuta_HIv1_PredGene_g16478.t1
OG0014290	plut2.m8.6.m1	Pocillopora_acuta_HIv1_PredGene_g7033.t1
OG0014292	plut2.m8.8954.m1	Pocillopora_acuta_HIv1_PredGene_g8865.t1
OG0014300	plut2.m8.9956.m1	Pocillopora_acuta_HIv1_PredGene_g4466.t1
OG0014304	plut2.m8.1467.m1	Pocillopora_acuta_HIv1_PredGene_g16283.t1
OG0014306	plut2.m8.8470.m1	Pocillopora_acuta_HIv1_PredGene_g27162.t1, Pocillopora_acuta_HIv1_PredGene_g450.t1
OG0014307	plut2.m8.23883.m1	Pocillopora_acuta_HIv1_PredGene_g936.t1
OG0014309	plut2.m8.32208.m1	Pocillopora_acuta_HIv1_PredGene_g22701.t1
OG0014311	plut2.m8.29568.m1	Pocillopora_acuta_HIv1_PredGene_g20429.t1
OG0014312	plut2.m8.32218.m1	Pocillopora_acuta_HIv1_PredGene_g22695.t1
OG0014314	plut2.m8.12071.m1	Pocillopora_acuta_HIv1_PredGene_g2865.t1
OG0014315	plut2.m8.12064.m1	Pocillopora_acuta_HIv1_PredGene_g2863.t1
OG0014316	jamg1.model.Sc0000049.66	Pocillopora_acuta_HIv1_PredGene_g13477.t2, Pocillopora_acuta_HIv1_PredGene_g13477.t1
OG0014319	plut2.m8.15317.m1	Pocillopora_acuta_HIv1_PredGene_g15455.t1
OG0014321	plut2.m8.3011.m1	Pocillopora_acuta_HIv1_PredGene_g5657.t1
OG0014322	plut2.m8.3001.m1	Pocillopora_acuta_HIv1_PredGene_g5644.t1
OG0014327	plut2.m8.1698.m1	Pocillopora_acuta_HIv1_PredGene_g23007.t1
OG0014328	plut2.m8.1694.m1	Pocillopora_acuta_HIv1_PredGene_g23006.t1
OG0014329	plut2.m8.14985.m1	Pocillopora_acuta_HIv1_PredGene_g26146.t1
OG0014330	plut2.m8.4057.m1	Pocillopora_acuta_HIv1_PredGene_g1983.t1
OG0014332	plut2.m8.795.m1	Pocillopora_acuta_HIv1_PredGene_g16863.t1
OG0014333	plut2.m8.207.m1	Pocillopora_acuta_HIv1_PredGene_g2713.t1
OG0014338	plut2.m8.24669.m1	Pocillopora_acuta_HIv1_PredGene_g3316.t1
OG0014339	plut2.m8.1437.m1	Pocillopora_acuta_HIv1_PredGene_g13234.t1
OG0014340	plut2.m8.23734.m1	Pocillopora_acuta_HIv1_PredGene_g6218.t1
OG0014341	plut2.m8.4816.m1	Pocillopora_acuta_HIv1_PredGene_g27936.t1
OG0014342	plut2.m8.4830.m1	Pocillopora_acuta_HIv1_PredGene_g27939.t1
OG0014343	plut2.m8.10232.m1	Pocillopora_acuta_HIv1_PredGene_4606_t
OG0014346	plut2.m8.18794.m1	Pocillopora_acuta_HIv1_PredGene_g30827.t1
OG0014347	plut2.m8.7396.m1	Pocillopora_acuta_HIv1_PredGene_g12585.t1
OG0014348	plut2.m8.25068.m1	Pocillopora_acuta_HIv1_PredGene_g19199.t1
OG0014349	plut2.m8.33075.m1	Pocillopora_acuta_HIv1_PredGene_g22157.t1
OG0014353	plut2.m8.25310.m1	Pocillopora_acuta_HIv1_PredGene_g9118.t1
OG0014355	plut2.m8.849.m1	Pocillopora_acuta_HIv1_PredGene_g26167.t1
OG0014358	plut2.m8.26620.m1	Pocillopora_acuta_HIv1_PredGene_g4986.t1
OG0014361	plut2.m8.8435.m1	Pocillopora_acuta_HIv1_PredGene_g367.t1
OG0014362	plut2.m8.9883.m1	Pocillopora_acuta_HIv1_PredGene_g378.t1
OG0014365	plut2.m8.12358.m1	Pocillopora_acuta_HIv1_PredGene_g27179.t1
OG0014366	plut2.m8.12362.m1	Pocillopora_acuta_HIv1_PredGene_g27175.t1
OG0014367	plut2.m8.12340.m1	Pocillopora_acuta_HIv1_PredGene_g27185.t1
OG0014368	plut2.m8.12339.m1	Pocillopora_acuta_HIv1_PredGene_16658_t, Pocillopora_acuta_HIv1_PredGene_16870_t
OG0014371	plut2.m8.4213.m1	Pocillopora_acuta_HIv1_PredGene_g31169.t1
OG0014373	plut2.m8.20980.m1	Pocillopora_acuta_HIv1_PredGene_g31164.t1
OG0014375	plut2.m8.11110.m1	Pocillopora_acuta_HIv1_PredGene_g32659.t1
OG0014377	jamg1.model.Sc0000246.50	Pocillopora_acuta_HIv1_PredGene_g13303.t1
OG0014378	plut2.m8.23416.m1	Pocillopora_acuta_HIv1_PredGene_g22887.t1
OG0014380	jamg1.model.Sc0000305.11	Pocillopora_acuta_HIv1_PredGene_g22877.t1
OG0014383	plut2.m8.18516.m1	Pocillopora_acuta_HIv1_PredGene_g22858.t1
OG0014386	plut2.m8.23262.m1	Pocillopora_acuta_HIv1_PredGene_g31446.t1
OG0014387	plut2.m8.1116.m1	Pocillopora_acuta_HIv1_PredGene_g18391.t1
OG0014388	plut2.m8.32770.m1	Pocillopora_acuta_HIv1_PredGene_g6372.t1, Pocillopora_acuta_HIv1_PredGene_g28880.t1
OG0014389	plut2.m8.11243.m1	Pocillopora_acuta_HIv1_PredGene_g4964.t1
OG0014390	jamg1.model.Sc0000566.5	Pocillopora_acuta_HIv1_PredGene_g717.t1
OG0014391	plut2.m8.24004.m1	Pocillopora_acuta_HIv1_PredGene_g716.t1
OG0014392	plut2.m8.2739.m1	Pocillopora_acuta_HIv1_PredGene_g7518.t1
OG0014398	plut2.m8.24960.m1	Pocillopora_acuta_HIv1_PredGene_g22105.t1
OG0014399	plut2.m8.29964.m1	Pocillopora_acuta_HIv1_PredGene_g1012.t1
OG0014400	plut2.m8.10850.m1	Pocillopora_acuta_HIv1_PredGene_g14981.t1
OG0014404	plut2.m8.16209.m1	Pocillopora_acuta_HIv1_PredGene_g11209.t1
OG0014405	plut2.m8.16210.m1	Pocillopora_acuta_HIv1_PredGene_g11208.t1
OG0014408	plut2.m8.27753.m1	Pocillopora_acuta_HIv1_PredGene_g26895.t1
OG0014409	plut2.m8.2090.m1	Pocillopora_acuta_HIv1_PredGene_9971_t
OG0014411	plut2.m8.21559.m1	Pocillopora_acuta_HIv1_PredGene_g9527.t1
OG0014412	plut2.m8.21563.m1	Pocillopora_acuta_HIv1_PredGene_g9525.t1
OG0014413	jamg1.model.xfSc0000051.25	Pocillopora_acuta_HIv1_PredGene_g24939.t1
OG0014414	plut2.m8.28485.m1	Pocillopora_acuta_HIv1_PredGene_g24953.t1
OG0014417	plut2.m8.5416.m1	Pocillopora_acuta_HIv1_PredGene_g6499.t1
OG0014420	plut2.m8.10170.m1	Pocillopora_acuta_HIv1_PredGene_g7779.t1
OG0014434	plut2.m8.1001.m1	Pocillopora_acuta_HIv1_PredGene_g10030.t1
OG0014435	plut2.m8.1008.m1	Pocillopora_acuta_HIv1_PredGene_g10025.t1
OG0014436	plut2.m8.24977.m1	Pocillopora_acuta_HIv1_PredGene_g3603.t1
OG0014437	jamg1.model.Sc0000324.8	Pocillopora_acuta_HIv1_PredGene_g16237.t1
OG0014438	plut2.m8.13155.m1	Pocillopora_acuta_HIv1_PredGene_g15523.t1
OG0014439	jamg1.model.Sc0000107.35	Pocillopora_acuta_HIv1_PredGene_g9245.t1
OG0014440	plut2.m8.2235.m1	Pocillopora_acuta_HIv1_PredGene_g4536.t1
OG0014442	plut2.m8.2232.m1	Pocillopora_acuta_HIv1_PredGene_g4530.t1
OG0014444	plut2.m8.9171.m1	Pocillopora_acuta_HIv1_PredGene_g26709.t1
OG0014445	plut2.m8.9170.m1	Pocillopora_acuta_HIv1_PredGene_g26713.t1
OG0014446	plut2.m8.9159.m1	Pocillopora_acuta_HIv1_PredGene_g26685.t1
OG0014448	plut2.m8.22750.m1	Pocillopora_acuta_HIv1_PredGene_g26921.t1
OG0014449	plut2.m8.10093.m1	Pocillopora_acuta_HIv1_PredGene_g9307.t1
OG0014450	plut2.m8.10098.m1	Pocillopora_acuta_HIv1_PredGene_g9305.t1
OG0014451	plut2.m8.6631.m1	Pocillopora_acuta_HIv1_PredGene_g2541.t1
OG0014452	plut2.m8.6641.m1	Pocillopora_acuta_HIv1_PredGene_5992_t
OG0014454	jamg1.model.Sc0000256.37	Pocillopora_acuta_HIv1_PredGene_g2218.t1
OG0014456	plut2.m8.16652.m1	Pocillopora_acuta_HIv1_PredGene_g26041.t1
OG0014459	plut2.m8.859.m1	Pocillopora_acuta_HIv1_PredGene_g24448.t1
OG0014460	plut2.m8.3197.m1	Pocillopora_acuta_HIv1_PredGene_g12041.t1
OG0014464	plut2.m8.6880.m1	Pocillopora_acuta_HIv1_PredGene_g31857.t1
OG0014465	plut2.m8.5096.m1, plut2.m8.9691.m1	Pocillopora_acuta_HIv1_PredGene_g20939.t1
OG0014467	plut2.m8.6661.m1	Pocillopora_acuta_HIv1_PredGene_g29542.t1
OG0014470	plut2.m8.5466.m1	Pocillopora_acuta_HIv1_PredGene_g22379.t1
OG0014473	plut2.m8.21701.m1	Pocillopora_acuta_HIv1_PredGene_g14778.t1
OG0014475	plut2.m8.29186.m1	Pocillopora_acuta_HIv1_PredGene_g25558.t1
OG0014476	plut2.m8.358.m1	Pocillopora_acuta_HIv1_PredGene_g21683.t1
OG0014478	plut2.m8.11839.m1	Pocillopora_acuta_HIv1_PredGene_g7692.t1
OG0014480	plut2.m8.5962.m1	Pocillopora_acuta_HIv1_PredGene_g15278.t1
OG0014482	plut2.m8.20450.m1	Pocillopora_acuta_HIv1_PredGene_g14060.t1
OG0014483	plut2.m8.5601.m1	Pocillopora_acuta_HIv1_PredGene_g17108.t1
OG0014484	plut2.m8.5592.m1	Pocillopora_acuta_HIv1_PredGene_g17115.t1
OG0014485	plut2.m8.5598.m1	Pocillopora_acuta_HIv1_PredGene_g17112.t1, Pocillopora_acuta_HIv1_PredGene_g17113.t1
OG0014488	plut2.m8.18573.m1	Pocillopora_acuta_HIv1_PredGene_g31607.t1
OG0014489	plut2.m8.12083.m1	Pocillopora_acuta_HIv1_PredGene_g24319.t1
OG0014490	plut2.m8.535.m1	Pocillopora_acuta_HIv1_PredGene_g17972.t1
OG0014491	plut2.m8.2875.m1	Pocillopora_acuta_HIv1_PredGene_g27817.t1
OG0014492	plut2.m8.2863.m1	Pocillopora_acuta_HIv1_PredGene_g27833.t1
OG0014493	plut2.m8.2856.m1	Pocillopora_acuta_HIv1_PredGene_g27836.t1
OG0014496	plut2.m8.27591.m1, plut2.m8.20372.m1	Pocillopora_acuta_HIv1_PredGene_g13088.t1
OG0014497	plut2.m8.20371.m1	Pocillopora_acuta_HIv1_PredGene_g13090.t1
OG0014499	plut2.m8.5660.m1	Pocillopora_acuta_HIv1_PredGene_g4045.t1
OG0014506	plut2.m8.13196.m1	Pocillopora_acuta_HIv1_PredGene_g2478.t1
OG0014507	plut2.m8.13316.m1	Pocillopora_acuta_HIv1_PredGene_g28452.t1
OG0014508	plut2.m8.13305.m1	Pocillopora_acuta_HIv1_PredGene_g28449.t1
OG0014510	plut2.m8.9135.m1	Pocillopora_acuta_HIv1_PredGene_g31430.t1
OG0014517	plut2.m8.7854.m1	Pocillopora_acuta_HIv1_PredGene_g29262.t1
OG0014520	jamg1.model.Sc0000142.10	Pocillopora_acuta_HIv1_PredGene_g10280.t1
OG0014522	plut2.m8.6666.m1	Pocillopora_acuta_HIv1_PredGene_g29529.t1
OG0014528	plut2.m8.8506.m1	Pocillopora_acuta_HIv1_PredGene_g19101.t1
OG0014529	plut2.m8.2988.m1	Pocillopora_acuta_HIv1_PredGene_g5627.t1
OG0014530	plut2.m8.2989.m1	Pocillopora_acuta_HIv1_PredGene_g5629.t1
OG0014531	jamg1.model.Sc0000024.73	Pocillopora_acuta_HIv1_PredGene_g5639.t1
OG0014532	plut2.m8.25496.m1	Pocillopora_acuta_HIv1_PredGene_g31804.t1
OG0014533	plut2.m8.29939.m1	Pocillopora_acuta_HIv1_PredGene_g19722.t1
OG0014535	plut2.m8.2955.m1	Pocillopora_acuta_HIv1_PredGene_g5587.t1
OG0014536	plut2.m8.10106.m1	Pocillopora_acuta_HIv1_PredGene_g9293.t1
OG0014538	plut2.m8.32535.m1	Pocillopora_acuta_HIv1_PredGene_g116.t1
OG0014539	plut2.m8.15236.m1	Pocillopora_acuta_HIv1_PredGene_g33163.t1
OG0014542	plut2.m8.22308.m1	Pocillopora_acuta_HIv1_PredGene_g26391.t1
OG0014547	plut2.m8.18082.m1	Pocillopora_acuta_HIv1_PredGene_g23031.t1
OG0014548	plut2.m8.14099.m1	Pocillopora_acuta_HIv1_PredGene_g30821.t1
OG0014550	jamg1.model.Sc0000223.34	Pocillopora_acuta_HIv1_PredGene_2103_t, Pocillopora_acuta_HIv1_PredGene_g18211.t1
OG0014551	plut2.m8.15606.m1	Pocillopora_acuta_HIv1_PredGene_g18214.t1
OG0014552	plut2.m8.15604.m1	Pocillopora_acuta_HIv1_PredGene_g18213.t1
OG0014553	plut2.m8.15608.m1	Pocillopora_acuta_HIv1_PredGene_g18218.t1
OG0014555	plut2.m8.11719.m1	Pocillopora_acuta_HIv1_PredGene_g1200.t1
OG0014556	plut2.m8.11720.m1	Pocillopora_acuta_HIv1_PredGene_g1199.t1
OG0014558	plut2.m8.9944.m1	Pocillopora_acuta_HIv1_PredGene_g4441.t1
OG0014559	plut2.m8.9943.m1	Pocillopora_acuta_HIv1_PredGene_g4440.t1
OG0014561	plut2.m8.12540.m1	Pocillopora_acuta_HIv1_PredGene_g23094.t1
OG0014564	plut2.m8.1369.m1	Pocillopora_acuta_HIv1_PredGene_g31028.t1
OG0014565	plut2.m8.12505.m1	Pocillopora_acuta_HIv1_PredGene_g11693.t1
OG0014568	plut2.m8.17130.m1	Pocillopora_acuta_HIv1_PredGene_g6912.t1
OG0014570	plut2.m8.5056.m1	Pocillopora_acuta_HIv1_PredGene_g5957.t1, Pocillopora_acuta_HIv1_PredGene_g24339.t1
OG0014574	plut2.m8.3712.m1	Pocillopora_acuta_HIv1_PredGene_g20364.t1
OG0014577	plut2.m8.32581.m1	Pocillopora_acuta_HIv1_PredGene_g17653.t1
OG0014579	plut2.m8.24678.m1	Pocillopora_acuta_HIv1_PredGene_g9499.t1, Pocillopora_acuta_HIv1_PredGene_g11083.t1, Pocillopora_acuta_HIv1_PredGene_30466_t
OG0014580	plut2.m8.5825.m1	Pocillopora_acuta_HIv1_PredGene_g24493.t1
OG0014581	plut2.m8.14528.m1	Pocillopora_acuta_HIv1_PredGene_g24464.t1
OG0014582	plut2.m8.6115.m1	Pocillopora_acuta_HIv1_PredGene_g11866.t1
OG0014583	plut2.m8.1445.m1	Pocillopora_acuta_HIv1_PredGene_g5775.t1
OG0014584	plut2.m8.7776.m1	Pocillopora_acuta_HIv1_PredGene_g7223.t1
OG0014585	plut2.m8.6276.m1	Pocillopora_acuta_HIv1_PredGene_g4090.t1
OG0014586	plut2.m8.6136.m1	Pocillopora_acuta_HIv1_PredGene_g25156.t1
OG0014587	plut2.m8.6144.m1	Pocillopora_acuta_HIv1_PredGene_g25157.t1
OG0014590	plut2.m8.29962.m1	Pocillopora_acuta_HIv1_PredGene_g1009.t1
OG0014591	plut2.m8.22883.m1	Pocillopora_acuta_HIv1_PredGene_g31561.t1
OG0014593	plut2.m8.13317.m1	Pocillopora_acuta_HIv1_PredGene_g23492.t1
OG0014595	plut2.m8.17723.m1	Pocillopora_acuta_HIv1_PredGene_g9482.t1
OG0014596	plut2.m8.17725.m1	Pocillopora_acuta_HIv1_PredGene_g9457.t1
OG0014597	plut2.m8.22434.m1	Pocillopora_acuta_HIv1_PredGene_g32026.t1
OG0014598	plut2.m8.23925.m1	Pocillopora_acuta_HIv1_PredGene_g32023.t1
OG0014599	plut2.m8.6680.m1	Pocillopora_acuta_HIv1_PredGene_g29511.t1
OG0014600	plut2.m8.28812.m1	Pocillopora_acuta_HIv1_PredGene_g23826.t1
OG0014601	plut2.m8.6686.m1	Pocillopora_acuta_HIv1_PredGene_g23828.t1
OG0014602	plut2.m8.26477.m1	Pocillopora_acuta_HIv1_PredGene_g28737.t1
OG0014604	plut2.m8.26470.m1	Pocillopora_acuta_HIv1_PredGene_g28738.t1
OG0014605	plut2.m8.32394.m1	Pocillopora_acuta_HIv1_PredGene_g29758.t1
OG0014609	jamg1.model.Sc0000250.8	Pocillopora_acuta_HIv1_PredGene_g8336.t1
OG0014612	plut2.m8.4069.m1	Pocillopora_acuta_HIv1_PredGene_g33269.t1
OG0014613	plut2.m8.1708.m1	Pocillopora_acuta_HIv1_PredGene_g13756.t1
OG0014615	plut2.m8.20688.m1	Pocillopora_acuta_HIv1_PredGene_g8025.t1
OG0014619	plut2.m8.9471.m1	Pocillopora_acuta_HIv1_PredGene_g3676.t1
OG0014623	plut2.m8.7130.m1	Pocillopora_acuta_HIv1_PredGene_g33507.t1
OG0014626	plut2.m8.17584.m1	Pocillopora_acuta_HIv1_PredGene_g15318.t1
OG0014627	plut2.m8.17583.m1	Pocillopora_acuta_HIv1_PredGene_g15319.t1
OG0014628	plut2.m8.797.m1	Pocillopora_acuta_HIv1_PredGene_g16857.t1
OG0014632	plut2.m8.32253.m1	Pocillopora_acuta_HIv1_PredGene_g32084.t1
OG0014634	plut2.m8.21280.m1	Pocillopora_acuta_HIv1_PredGene_g47.t1
OG0014636	plut2.m8.21780.m1	Pocillopora_acuta_HIv1_PredGene_g24863.t1
OG0014638	plut2.m8.12471.m1	Pocillopora_acuta_HIv1_PredGene_g26901.t1
OG0014640	plut2.m8.12474.m1	Pocillopora_acuta_HIv1_PredGene_g26902.t1
OG0014641	plut2.m8.14601.m1	Pocillopora_acuta_HIv1_PredGene_g19674.t1
OG0014642	plut2.m8.29584.m1	Pocillopora_acuta_HIv1_PredGene_g10887.t1
OG0014643	plut2.m8.17236.m1	Pocillopora_acuta_HIv1_PredGene_g13029.t1
OG0014644	plut2.m8.14001.m1	Pocillopora_acuta_HIv1_PredGene_g4360.t1
OG0014645	plut2.m8.13975.m1	Pocillopora_acuta_HIv1_PredGene_g21536.t1
OG0014646	plut2.m8.13978.m1	Pocillopora_acuta_HIv1_PredGene_g21537.t1
OG0014647	plut2.m8.13976.m1	Pocillopora_acuta_HIv1_PredGene_g21538.t1
OG0014651	plut2.m8.16075.m1	Pocillopora_acuta_HIv1_PredGene_g1236.t1
OG0014659	plut2.m8.14062.m1	Pocillopora_acuta_HIv1_PredGene_g16054.t3
OG0014661	plut2.m8.27649.m1	Pocillopora_acuta_HIv1_PredGene_g5751.t1
OG0014662	plut2.m8.27657.m1	Pocillopora_acuta_HIv1_PredGene_g5750.t1
OG0014663	plut2.m8.2449.m1	Pocillopora_acuta_HIv1_PredGene_g19860.t1
OG0014665	plut2.m8.3658.m1	Pocillopora_acuta_HIv1_PredGene_g6831.t1
OG0014666	jamg1.model.Sc0000117.54	Pocillopora_acuta_HIv1_PredGene_g4428.t1
OG0014667	plut2.m8.6558.m1	Pocillopora_acuta_HIv1_PredGene_g16337.t1
OG0014672	plut2.m8.26618.m1	Pocillopora_acuta_HIv1_PredGene_g19157.t1
OG0014674	plut2.m8.16592.m1	Pocillopora_acuta_HIv1_PredGene_g2819.t1
OG0014675	plut2.m8.12246.m1	Pocillopora_acuta_HIv1_PredGene_g7303.t1
