Orthogroup	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0013528	Pocillopora_acuta_HIv1_PredGene_g15773.t1	plut2.m8.3492.m1
OG0013529	Pocillopora_acuta_HIv1_PredGene_g15774.t1	plut2.m8.3490.m1
OG0013530	Pocillopora_acuta_HIv1_PredGene_g8505.t1, Pocillopora_acuta_HIv1_PredGene_g8505.t2	plut2.m8.10440.m1
OG0013531	Pocillopora_acuta_HIv1_PredGene_g8506.t1	plut2.m8.10439.m1
OG0013532	Pocillopora_acuta_HIv1_PredGene_g22000.t1	plut2.m8.19588.m1
OG0013533	Pocillopora_acuta_HIv1_PredGene_g22005.t1	plut2.m8.19585.m1
OG0013534	Pocillopora_acuta_HIv1_PredGene_g2773.t1	plut2.m8.19580.m1
OG0013535	Pocillopora_acuta_HIv1_PredGene_g2774.t1	plut2.m8.19579.m1
OG0013536	Pocillopora_acuta_HIv1_PredGene_g25593.t1	plut2.m8.10719.m1
OG0013538	Pocillopora_acuta_HIv1_PredGene_g10251.t1	plut2.m8.7526.m1
OG0013539	Pocillopora_acuta_HIv1_PredGene_g7513.t1	plut2.m8.2741.m1
OG0013540	Pocillopora_acuta_HIv1_PredGene_g7515.t1	plut2.m8.2740.m1
OG0013541	Pocillopora_acuta_HIv1_PredGene_g15078.t1	plut2.m8.12207.m1
OG0013542	Pocillopora_acuta_HIv1_PredGene_g15067.t1	jamg1.model.Sc0000157.64
OG0013543	Pocillopora_acuta_HIv1_PredGene_g15066.t1	plut2.m8.12204.m1
OG0013544	Pocillopora_acuta_HIv1_PredGene_g15092.t1	plut2.m8.12180.m1
OG0013546	Pocillopora_acuta_HIv1_PredGene_g15063.t1	plut2.m8.12209.m1
OG0013547	Pocillopora_acuta_HIv1_PredGene_g15091.t1	plut2.m8.12182.m1
OG0013548	Pocillopora_acuta_HIv1_PredGene_g15086.t1	plut2.m8.12172.m1
OG0013549	Pocillopora_acuta_HIv1_PredGene_g15083.t1	plut2.m8.12174.m1
OG0013550	Pocillopora_acuta_HIv1_PredGene_g15081.t1	plut2.m8.12175.m1
OG0013551	Pocillopora_acuta_HIv1_PredGene_g15088.t1	plut2.m8.12178.m1
OG0013552	Pocillopora_acuta_HIv1_PredGene_g8094.t1	plut2.m8.19618.m1
OG0013553	Pocillopora_acuta_HIv1_PredGene_g8101.t1	plut2.m8.15554.m1
OG0013554	Pocillopora_acuta_HIv1_PredGene_g26538.t1	plut2.m8.10891.m1
OG0013555	Pocillopora_acuta_HIv1_PredGene_18200_t, Pocillopora_acuta_HIv1_PredGene_g26537.t1	plut2.m8.10892.m1
OG0013556	Pocillopora_acuta_HIv1_PredGene_g20312.t1	plut2.m8.13314.m1
OG0013557	Pocillopora_acuta_HIv1_PredGene_g20311.t1	plut2.m8.13319.m1
OG0013558	Pocillopora_acuta_HIv1_PredGene_g26536.t1	plut2.m8.10893.m1
OG0013559	Pocillopora_acuta_HIv1_PredGene_g14480.t1	plut2.m8.8693.m1
OG0013560	Pocillopora_acuta_HIv1_PredGene_g18718.t1	plut2.m8.209.m1
OG0013561	Pocillopora_acuta_HIv1_PredGene_g2711.t1	plut2.m8.212.m1
OG0013562	Pocillopora_acuta_HIv1_PredGene_g30811.t1	plut2.m8.14123.m1
OG0013563	Pocillopora_acuta_HIv1_PredGene_g30812.t1	plut2.m8.14119.m1
OG0013564	Pocillopora_acuta_HIv1_PredGene_g1291.t1	plut2.m8.32418.m1
OG0013565	Pocillopora_acuta_HIv1_PredGene_g1292.t1	plut2.m8.32417.m1
OG0013566	Pocillopora_acuta_HIv1_PredGene_g1263.t1	plut2.m8.32425.m1
OG0013567	Pocillopora_acuta_HIv1_PredGene_g14460.t1	plut2.m8.32410.m1, plut2.m8.8743.m1
OG0013569	Pocillopora_acuta_HIv1_PredGene_g20123.t1, Pocillopora_acuta_HIv1_PredGene_4430_t	plut2.m8.27271.m1
OG0013570	Pocillopora_acuta_HIv1_PredGene_g33222.t1	plut2.m8.5628.m1
OG0013571	Pocillopora_acuta_HIv1_PredGene_g18512.t1	plut2.m8.26585.m1
OG0013572	Pocillopora_acuta_HIv1_PredGene_g2701.t1	plut2.m8.9728.m1
OG0013573	Pocillopora_acuta_HIv1_PredGene_g28473.t1	plut2.m8.11212.m1
OG0013574	Pocillopora_acuta_HIv1_PredGene_g1154.t1	plut2.m8.11083.m1
OG0013575	Pocillopora_acuta_HIv1_PredGene_g1155.t1	plut2.m8.11078.m1
OG0013576	Pocillopora_acuta_HIv1_PredGene_g8632.t1	plut2.m8.3234.m1
OG0013577	Pocillopora_acuta_HIv1_PredGene_g19195.t1	plut2.m8.23908.m1
OG0013578	Pocillopora_acuta_HIv1_PredGene_g12308.t1	plut2.m8.1645.m1
OG0013579	Pocillopora_acuta_HIv1_PredGene_g24986.t1	plut2.m8.14294.m1
OG0013580	Pocillopora_acuta_HIv1_PredGene_g24985.t1	plut2.m8.14292.m1
OG0013581	Pocillopora_acuta_HIv1_PredGene_g24987.t1	plut2.m8.14296.m1
OG0013583	Pocillopora_acuta_HIv1_PredGene_g15561.t1	plut2.m8.14953.m1
OG0013584	Pocillopora_acuta_HIv1_PredGene_g26164.t1	plut2.m8.14535.m1
OG0013585	Pocillopora_acuta_HIv1_PredGene_g25991.t1	plut2.m8.32771.m1
OG0013586	Pocillopora_acuta_HIv1_PredGene_g24441.t1	plut2.m8.861.m1
OG0013587	Pocillopora_acuta_HIv1_PredGene_g29814.t1	plut2.m8.2269.m1
OG0013588	Pocillopora_acuta_HIv1_PredGene_g29816.t1	plut2.m8.2254.m1
OG0013589	Pocillopora_acuta_HIv1_PredGene_g29813.t1	plut2.m8.2262.m1
OG0013591	Pocillopora_acuta_HIv1_PredGene_g27397.t1	plut2.m8.18241.m1
OG0013592	Pocillopora_acuta_HIv1_PredGene_g2202.t1	plut2.m8.23451.m1
OG0013593	Pocillopora_acuta_HIv1_PredGene_g2208.t1	plut2.m8.23449.m1
OG0013595	Pocillopora_acuta_HIv1_PredGene_g10221.t1	plut2.m8.15885.m1
OG0013596	Pocillopora_acuta_HIv1_PredGene_g18807.t1	plut2.m8.11570.m1
OG0013597	Pocillopora_acuta_HIv1_PredGene_g10085.t1	plut2.m8.18532.m1
OG0013598	Pocillopora_acuta_HIv1_PredGene_g31417.t1	plut2.m8.9121.m1
OG0013599	Pocillopora_acuta_HIv1_PredGene_g31425.t1	plut2.m8.9114.m1
OG0013600	Pocillopora_acuta_HIv1_PredGene_g24976.t1	plut2.m8.14279.m1
OG0013601	Pocillopora_acuta_HIv1_PredGene_g24977.t1	plut2.m8.14284.m1
OG0013602	Pocillopora_acuta_HIv1_PredGene_g15135.t1	jamg1.model.Sc0000280.10
OG0013603	Pocillopora_acuta_HIv1_PredGene_g16910.t1, Pocillopora_acuta_HIv1_PredGene_g16910.t2	plut2.m8.6425.m1
OG0013604	Pocillopora_acuta_HIv1_PredGene_g30138.t1	plut2.m8.6439.m1
OG0013605	Pocillopora_acuta_HIv1_PredGene_g30137.t1	plut2.m8.6436.m1
OG0013606	Pocillopora_acuta_HIv1_PredGene_g30132.t1	plut2.m8.6440.m1
OG0013607	Pocillopora_acuta_HIv1_PredGene_g30133.t1	plut2.m8.6445.m1
OG0013608	Pocillopora_acuta_HIv1_PredGene_g16906.t1	plut2.m8.6428.m1
OG0013609	Pocillopora_acuta_HIv1_PredGene_g8772.t1	plut2.m8.23801.m1
OG0013610	Pocillopora_acuta_HIv1_PredGene_g20757.t1	plut2.m8.2338.m1
OG0013611	Pocillopora_acuta_HIv1_PredGene_g12066.t1, Pocillopora_acuta_HIv1_PredGene_9807_t	plut2.m8.3182.m1
OG0013612	Pocillopora_acuta_HIv1_PredGene_g12064.t1	plut2.m8.3181.m1
OG0013613	Pocillopora_acuta_HIv1_PredGene_g12069.t1	jamg1.model.Sc0000068.56
OG0013614	Pocillopora_acuta_HIv1_PredGene_g32098.t1	plut2.m8.17261.m1
OG0013615	Pocillopora_acuta_HIv1_PredGene_g11751.t1	plut2.m8.12480.m1
OG0013616	Pocillopora_acuta_HIv1_PredGene_g11748.t1	plut2.m8.12485.m1
OG0013617	Pocillopora_acuta_HIv1_PredGene_g16298.t1	plut2.m8.6576.m1
OG0013618	Pocillopora_acuta_HIv1_PredGene_g16302.t1	plut2.m8.6584.m1
OG0013619	Pocillopora_acuta_HIv1_PredGene_g16299.t1	plut2.m8.6580.m1
OG0013620	Pocillopora_acuta_HIv1_PredGene_g12873.t1	plut2.m8.21209.m1
OG0013621	Pocillopora_acuta_HIv1_PredGene_g12874.t1	plut2.m8.21211.m1
OG0013622	Pocillopora_acuta_HIv1_PredGene_g12871.t1	plut2.m8.21226.m1
OG0013624	Pocillopora_acuta_HIv1_PredGene_g12879.t1	plut2.m8.21213.m1
OG0013625	Pocillopora_acuta_HIv1_PredGene_g12876.t1	plut2.m8.21207.m1
OG0013626	Pocillopora_acuta_HIv1_PredGene_g12877.t1	plut2.m8.21210.m1
OG0013627	Pocillopora_acuta_HIv1_PredGene_g12878.t1	plut2.m8.21203.m1
OG0013628	Pocillopora_acuta_HIv1_PredGene_g17214.t1, Pocillopora_acuta_HIv1_PredGene_g29060.t1	plut2.m8.28377.m1
OG0013629	Pocillopora_acuta_HIv1_PredGene_g18494.t1	plut2.m8.17781.m1
OG0013630	Pocillopora_acuta_HIv1_PredGene_g18504.t1	plut2.m8.17786.m1
OG0013631	Pocillopora_acuta_HIv1_PredGene_g18811.t1	plut2.m8.11575.m1
OG0013632	Pocillopora_acuta_HIv1_PredGene_g7279.t1	plut2.m8.17866.m1
OG0013633	Pocillopora_acuta_HIv1_PredGene_g7285.t1	plut2.m8.17867.m1
OG0013635	Pocillopora_acuta_HIv1_PredGene_g7248.t1	plut2.m8.17880.m1
OG0013636	Pocillopora_acuta_HIv1_PredGene_g23434.t1	plut2.m8.27338.m1
OG0013637	Pocillopora_acuta_HIv1_PredGene_g23437.t1	plut2.m8.27343.m1
OG0013638	Pocillopora_acuta_HIv1_PredGene_g16716.t1	plut2.m8.4860.m1
OG0013639	Pocillopora_acuta_HIv1_PredGene_30461_t	plut2.m8.4846.m1
OG0013641	Pocillopora_acuta_HIv1_PredGene_g16714.t1	plut2.m8.4858.m1
OG0013642	Pocillopora_acuta_HIv1_PredGene_g16609.t1	plut2.m8.4851.m1
OG0013643	Pocillopora_acuta_HIv1_PredGene_30459_t	plut2.m8.4847.m1
OG0013645	Pocillopora_acuta_HIv1_PredGene_g16601.t1	plut2.m8.4852.m1
OG0013646	Pocillopora_acuta_HIv1_PredGene_g8216.t1	plut2.m8.20759.m1
OG0013647	Pocillopora_acuta_HIv1_PredGene_g22265.t1, Pocillopora_acuta_HIv1_PredGene_g10735.t1	plut2.m8.6083.m1
OG0013648	Pocillopora_acuta_HIv1_PredGene_g17410.t1	plut2.m8.12644.m1
OG0013649	Pocillopora_acuta_HIv1_PredGene_g17411.t1	plut2.m8.12639.m1
OG0013650	Pocillopora_acuta_HIv1_PredGene_g16954.t1	plut2.m8.26673.m1
OG0013651	Pocillopora_acuta_HIv1_PredGene_g16953.t1	plut2.m8.26676.m1
OG0013652	Pocillopora_acuta_HIv1_PredGene_g16952.t1	plut2.m8.26675.m1
OG0013653	Pocillopora_acuta_HIv1_PredGene_g16949.t1	plut2.m8.26677.m1
OG0013654	Pocillopora_acuta_HIv1_PredGene_g16944.t1	plut2.m8.26687.m1
OG0013655	Pocillopora_acuta_HIv1_PredGene_g16943.t1	plut2.m8.26681.m1
OG0013656	Pocillopora_acuta_HIv1_PredGene_g27543.t1, Pocillopora_acuta_HIv1_PredGene_g27991.t1	plut2.m8.23466.m1
OG0013657	Pocillopora_acuta_HIv1_PredGene_g16290.t1	plut2.m8.6560.m1
OG0013658	Pocillopora_acuta_HIv1_PredGene_g16288.t1	plut2.m8.6567.m1
OG0013659	Pocillopora_acuta_HIv1_PredGene_g16289.t1	plut2.m8.6566.m1
OG0013660	Pocillopora_acuta_HIv1_PredGene_g16330.t1	plut2.m8.6564.m1
OG0013661	Pocillopora_acuta_HIv1_PredGene_g24187.t1	plut2.m8.3720.m1
OG0013662	Pocillopora_acuta_HIv1_PredGene_g7352.t1	plut2.m8.7017.m1
OG0013663	Pocillopora_acuta_HIv1_PredGene_g32285.t1	plut2.m8.4020.m1
OG0013665	Pocillopora_acuta_HIv1_PredGene_g32944.t1	plut2.m8.2589.m1
OG0013666	Pocillopora_acuta_HIv1_PredGene_g32945.t1	plut2.m8.2587.m1
OG0013667	Pocillopora_acuta_HIv1_PredGene_g32947.t1	plut2.m8.2588.m1
OG0013668	Pocillopora_acuta_HIv1_PredGene_g11903.t1	plut2.m8.24093.m1
OG0013669	Pocillopora_acuta_HIv1_PredGene_g8703.t1	plut2.m8.21920.m1
OG0013670	Pocillopora_acuta_HIv1_PredGene_g8705.t1	plut2.m8.21914.m1
OG0013671	Pocillopora_acuta_HIv1_PredGene_11577_t	plut2.m8.11684.m1
OG0013672	Pocillopora_acuta_HIv1_PredGene_g16214.t1	plut2.m8.26453.m1
OG0013673	Pocillopora_acuta_HIv1_PredGene_g4959.t1	plut2.m8.11246.m1
OG0013674	Pocillopora_acuta_HIv1_PredGene_g4968.t1	plut2.m8.11236.m1
OG0013675	Pocillopora_acuta_HIv1_PredGene_g12977.t1	plut2.m8.10562.m1
OG0013676	Pocillopora_acuta_HIv1_PredGene_g12976.t1	plut2.m8.24576.m1
OG0013677	Pocillopora_acuta_HIv1_PredGene_g12979.t1	jamg1.model.Sc0000126.75
OG0013678	Pocillopora_acuta_HIv1_PredGene_g12978.t1	plut2.m8.10569.m1
OG0013679	Pocillopora_acuta_HIv1_PredGene_g12980.t1	plut2.m8.10563.m1
OG0013680	Pocillopora_acuta_HIv1_PredGene_g1254.t1, Pocillopora_acuta_HIv1_PredGene_11624_t	plut2.m8.29045.m1
OG0013681	Pocillopora_acuta_HIv1_PredGene_g1252.t1	plut2.m8.29043.m1
OG0013682	Pocillopora_acuta_HIv1_PredGene_g1256.t1	plut2.m8.29038.m1
OG0013683	Pocillopora_acuta_HIv1_PredGene_g1257.t1	plut2.m8.29968.m1
OG0013684	Pocillopora_acuta_HIv1_PredGene_g1258.t1	plut2.m8.29969.m1
OG0013685	Pocillopora_acuta_HIv1_PredGene_g10079.t1	plut2.m8.18531.m1
OG0013686	Pocillopora_acuta_HIv1_PredGene_g1246.t1	plut2.m8.29046.m1
OG0013687	Pocillopora_acuta_HIv1_PredGene_g25142.t2, Pocillopora_acuta_HIv1_PredGene_g25142.t1	plut2.m8.6157.m1
OG0013688	Pocillopora_acuta_HIv1_PredGene_g25143.t1	plut2.m8.6155.m1
OG0013689	Pocillopora_acuta_HIv1_PredGene_g25144.t1	plut2.m8.6158.m1
OG0013690	Pocillopora_acuta_HIv1_PredGene_g29821.t1	plut2.m8.2255.m1
OG0013692	Pocillopora_acuta_HIv1_PredGene_g1000.t1	jamg1.model.Sc0000482.18
OG0013693	Pocillopora_acuta_HIv1_PredGene_g1004.t1, Pocillopora_acuta_HIv1_PredGene_1681_t	plut2.m8.23011.m1
OG0013694	Pocillopora_acuta_HIv1_PredGene_g26897.t1	plut2.m8.28303.m1
OG0013695	Pocillopora_acuta_HIv1_PredGene_g26896.t2, Pocillopora_acuta_HIv1_PredGene_g26896.t1	plut2.m8.12468.m1
OG0013697	Pocillopora_acuta_HIv1_PredGene_g8313.t1	plut2.m8.20044.m1
OG0013698	Pocillopora_acuta_HIv1_PredGene_g12446.t1	jamg1.model.Sc0000565.12
OG0013700	Pocillopora_acuta_HIv1_PredGene_g27569.t1	plut2.m8.22919.m1
OG0013701	Pocillopora_acuta_HIv1_PredGene_g16349.t1	jamg1.model.xfSc0000034.5
OG0013702	Pocillopora_acuta_HIv1_PredGene_g16351.t1	plut2.m8.27769.m1
OG0013703	Pocillopora_acuta_HIv1_PredGene_g16346.t1	plut2.m8.6547.m1
OG0013704	Pocillopora_acuta_HIv1_PredGene_g16347.t1	plut2.m8.6548.m1
OG0013705	Pocillopora_acuta_HIv1_PredGene_g16341.t1	plut2.m8.6550.m1
OG0013706	Pocillopora_acuta_HIv1_PredGene_g6294.t1	plut2.m8.19927.m1
OG0013707	Pocillopora_acuta_HIv1_PredGene_g6293.t1	plut2.m8.19931.m1
OG0013708	Pocillopora_acuta_HIv1_PredGene_g6292.t1	jamg1.model.Sc0000355.35
OG0013709	Pocillopora_acuta_HIv1_PredGene_g25019.t1	jamg1.model.Sc0000550.8
OG0013710	Pocillopora_acuta_HIv1_PredGene_g25035.t1	plut2.m8.24506.m1
OG0013711	Pocillopora_acuta_HIv1_PredGene_g25020.t1	plut2.m8.23753.m1
OG0013712	Pocillopora_acuta_HIv1_PredGene_g4766.t1	plut2.m8.32927.m1
OG0013713	Pocillopora_acuta_HIv1_PredGene_g14323.t1, Pocillopora_acuta_HIv1_PredGene_g13900.t1	plut2.m8.3873.m1
OG0013714	Pocillopora_acuta_HIv1_PredGene_g13883.t1, Pocillopora_acuta_HIv1_PredGene_g14347.t1	plut2.m8.3879.m1
OG0013715	Pocillopora_acuta_HIv1_PredGene_g24775.t1	plut2.m8.10411.m1
OG0013716	Pocillopora_acuta_HIv1_PredGene_g22376.t1	plut2.m8.5469.m1
OG0013717	Pocillopora_acuta_HIv1_PredGene_g22375.t1	plut2.m8.5471.m1
OG0013718	Pocillopora_acuta_HIv1_PredGene_g10210.t1	plut2.m8.15893.m1
OG0013719	Pocillopora_acuta_HIv1_PredGene_g10209.t1	plut2.m8.15902.m1
OG0013720	Pocillopora_acuta_HIv1_PredGene_g10205.t1	plut2.m8.15891.m1
OG0013721	Pocillopora_acuta_HIv1_PredGene_g17935.t1	plut2.m8.10933.m1
OG0013722	Pocillopora_acuta_HIv1_PredGene_g17936.t1	plut2.m8.10935.m1
OG0013723	Pocillopora_acuta_HIv1_PredGene_g27908.t1	plut2.m8.4797.m1
OG0013724	Pocillopora_acuta_HIv1_PredGene_g27911.t1	plut2.m8.4795.m1
OG0013725	Pocillopora_acuta_HIv1_PredGene_g27907.t1	plut2.m8.4793.m1
OG0013726	Pocillopora_acuta_HIv1_PredGene_g27905.t1	plut2.m8.4790.m1
OG0013728	Pocillopora_acuta_HIv1_PredGene_g22101.t1	plut2.m8.24968.m1
OG0013729	Pocillopora_acuta_HIv1_PredGene_g19311.t1, Pocillopora_acuta_HIv1_PredGene_g2424.t1	plut2.m8.4931.m1
OG0013730	Pocillopora_acuta_HIv1_PredGene_g7291.t1	plut2.m8.12254.m1
OG0013731	Pocillopora_acuta_HIv1_PredGene_g1231.t1	plut2.m8.28266.m1
OG0013732	Pocillopora_acuta_HIv1_PredGene_g1228.t1	plut2.m8.28269.m1
OG0013734	Pocillopora_acuta_HIv1_PredGene_16821_t, Pocillopora_acuta_HIv1_PredGene_g5126.t1	plut2.m8.1430.m1
OG0013735	Pocillopora_acuta_HIv1_PredGene_g23165.t1	plut2.m8.29122.m1, plut2.m8.29119.m1
OG0013736	Pocillopora_acuta_HIv1_PredGene_g26301.t1, Pocillopora_acuta_HIv1_PredGene_g26301.t2	plut2.m8.7450.m1
OG0013737	Pocillopora_acuta_HIv1_PredGene_g15557.t1, Pocillopora_acuta_HIv1_PredGene_3894_t, Pocillopora_acuta_HIv1_PredGene_g15556.t1	plut2.m8.14954.m1
OG0013738	Pocillopora_acuta_HIv1_PredGene_g27643.t1, Pocillopora_acuta_HIv1_PredGene_g21162.t1	jamg1.model.Sc0000038.36
OG0013740	Pocillopora_acuta_HIv1_PredGene_g6615.t1, Pocillopora_acuta_HIv1_PredGene_g13120.t1	plut2.m8.1661.m1
OG0013741	Pocillopora_acuta_HIv1_PredGene_g26299.t1	plut2.m8.7451.m1, plut2.m8.7449.m1
OG0013742	Pocillopora_acuta_HIv1_PredGene_g12323.t1	plut2.m8.18494.m1, jamg1.model.xfSc0003110.1
OG0013743	Pocillopora_acuta_HIv1_PredGene_g6619.t1, Pocillopora_acuta_HIv1_PredGene_g13116.t1	plut2.m8.1659.m1
OG0013744	Pocillopora_acuta_HIv1_PredGene_g12302.t2, Pocillopora_acuta_HIv1_PredGene_g12302.t1	plut2.m8.7460.m1
OG0013746	Pocillopora_acuta_HIv1_PredGene_g972.t1, Pocillopora_acuta_HIv1_PredGene_1650_t	plut2.m8.2685.m1
OG0013747	Pocillopora_acuta_HIv1_PredGene_g24058.t1	plut2.m8.16503.m1
OG0013748	Pocillopora_acuta_HIv1_PredGene_g32469.t1	plut2.m8.9035.m1
OG0013749	Pocillopora_acuta_HIv1_PredGene_g28297.t1, Pocillopora_acuta_HIv1_PredGene_32292_t	plut2.m8.3805.m1
OG0013750	Pocillopora_acuta_HIv1_PredGene_g19008.t1	plut2.m8.3796.m1
OG0013752	Pocillopora_acuta_HIv1_PredGene_22492_t, Pocillopora_acuta_HIv1_PredGene_g27460.t1	plut2.m8.27400.m1
OG0013753	Pocillopora_acuta_HIv1_PredGene_g2626.t1, Pocillopora_acuta_HIv1_PredGene_g6284.t1	plut2.m8.26551.m1
OG0013754	Pocillopora_acuta_HIv1_PredGene_g26294.t1, Pocillopora_acuta_HIv1_PredGene_14167_t	plut2.m8.12831.m1
OG0013756	Pocillopora_acuta_HIv1_PredGene_g8003.t1	plut2.m8.14177.m1
OG0013758	Pocillopora_acuta_HIv1_PredGene_g20214.t1	plut2.m8.23054.m1
OG0013759	Pocillopora_acuta_HIv1_PredGene_g8582.t1, Pocillopora_acuta_HIv1_PredGene_g8578.t1, Pocillopora_acuta_HIv1_PredGene_g13343.t1	plut2.m8.1292.m1, plut2.m8.27733.m1
OG0013761	Pocillopora_acuta_HIv1_PredGene_g13308.t1	plut2.m8.16536.m1, plut2.m8.16533.m1, jamg1.model.Sc0000246.42
OG0013764	Pocillopora_acuta_HIv1_PredGene_g29741.t1, Pocillopora_acuta_HIv1_PredGene_g17296.t1, Pocillopora_acuta_HIv1_PredGene_1049_t	plut2.m8.32375.m1
OG0013765	Pocillopora_acuta_HIv1_PredGene_g28083.t1	plut2.m8.8629.m1
OG0013767	Pocillopora_acuta_HIv1_PredGene_g28081.t1	plut2.m8.8637.m1
OG0013768	Pocillopora_acuta_HIv1_PredGene_g13055.t1, Pocillopora_acuta_HIv1_PredGene_g19094.t1	plut2.m8.1250.m1
OG0013770	Pocillopora_acuta_HIv1_PredGene_g27568.t1	plut2.m8.22912.m1
OG0013771	Pocillopora_acuta_HIv1_PredGene_g19034.t1	jamg1.model.Sc0000009.4
OG0013772	Pocillopora_acuta_HIv1_PredGene_g29024.t1	plut2.m8.8556.m1
OG0013773	Pocillopora_acuta_HIv1_PredGene_g8191.t1	plut2.m8.32494.m1
OG0013774	Pocillopora_acuta_HIv1_PredGene_g19117.t1	plut2.m8.24159.m1
OG0013776	Pocillopora_acuta_HIv1_PredGene_13074_t, Pocillopora_acuta_HIv1_PredGene_g6932.t1	plut2.m8.24091.m1
OG0013777	Pocillopora_acuta_HIv1_PredGene_g25193.t1, Pocillopora_acuta_HIv1_PredGene_g27080.t1	plut2.m8.10230.m1
OG0013778	Pocillopora_acuta_HIv1_PredGene_28538_t, Pocillopora_acuta_HIv1_PredGene_g27702.t1	plut2.m8.16289.m1
OG0013782	Pocillopora_acuta_HIv1_PredGene_g19317.t1, Pocillopora_acuta_HIv1_PredGene_g19314.t1	plut2.m8.4921.m1, plut2.m8.4926.m1
OG0013784	Pocillopora_acuta_HIv1_PredGene_g8975.t1	jamg1.model.Sc0000096.6
OG0013785	Pocillopora_acuta_HIv1_PredGene_g30963.t1	plut2.m8.1894.m1, plut2.m8.32150.m1
OG0013786	Pocillopora_acuta_HIv1_PredGene_g26703.t1	plut2.m8.9152.m1
OG0013787	Pocillopora_acuta_HIv1_PredGene_17270_t, Pocillopora_acuta_HIv1_PredGene_g4931.t1	plut2.m8.15469.m1
OG0013788	Pocillopora_acuta_HIv1_PredGene_g25943.t1, Pocillopora_acuta_HIv1_PredGene_31706_t, Pocillopora_acuta_HIv1_PredGene_g24121.t1	plut2.m8.1071.m1
OG0013789	Pocillopora_acuta_HIv1_PredGene_g25736.t1, Pocillopora_acuta_HIv1_PredGene_g14241.t1	plut2.m8.19415.m1
OG0013790	Pocillopora_acuta_HIv1_PredGene_g19377.t1	plut2.m8.10296.m1
OG0013791	Pocillopora_acuta_HIv1_PredGene_g32447.t1	plut2.m8.22465.m1
OG0013793	Pocillopora_acuta_HIv1_PredGene_g4621.t1	plut2.m8.27593.m1, plut2.m8.22697.m1
OG0013795	Pocillopora_acuta_HIv1_PredGene_g4613.t1, Pocillopora_acuta_HIv1_PredGene_8866_t	plut2.m8.22705.m1
OG0013796	Pocillopora_acuta_HIv1_PredGene_g17445.t1	plut2.m8.24525.m1
OG0013797	Pocillopora_acuta_HIv1_PredGene_g17446.t1	plut2.m8.24524.m1
OG0013798	Pocillopora_acuta_HIv1_PredGene_g15160.t1, Pocillopora_acuta_HIv1_PredGene_g15760.t1	plut2.m8.12713.m1
OG0013799	Pocillopora_acuta_HIv1_PredGene_g16518.t1	plut2.m8.14674.m1
OG0013801	Pocillopora_acuta_HIv1_PredGene_g9721.t1	plut2.m8.12977.m1
OG0013802	Pocillopora_acuta_HIv1_PredGene_g18056.t1, Pocillopora_acuta_HIv1_PredGene_19783_t, Pocillopora_acuta_HIv1_PredGene_g12744.t1	plut2.m8.5324.m1
OG0013805	Pocillopora_acuta_HIv1_PredGene_g83.t1	plut2.m8.2831.m1, plut2.m8.826.m1, plut2.m8.605.m1
OG0013807	Pocillopora_acuta_HIv1_PredGene_g12162.t1, Pocillopora_acuta_HIv1_PredGene_g29431.t1	jamg1.model.xfSc0000263.3
OG0013808	Pocillopora_acuta_HIv1_PredGene_g11096.t1, Pocillopora_acuta_HIv1_PredGene_g9505.t1, Pocillopora_acuta_HIv1_PredGene_g25348.t1	plut2.m8.29665.m1
OG0013809	Pocillopora_acuta_HIv1_PredGene_g17995.t1	plut2.m8.26128.m1, plut2.m8.9771.m1
OG0013811	Pocillopora_acuta_HIv1_PredGene_g5050.t1, Pocillopora_acuta_HIv1_PredGene_g6096.t1	plut2.m8.19210.m1
OG0013812	Pocillopora_acuta_HIv1_PredGene_g5049.t1, Pocillopora_acuta_HIv1_PredGene_g6095.t1	plut2.m8.19214.m1
OG0013814	Pocillopora_acuta_HIv1_PredGene_g2461.t1	plut2.m8.21729.m1
OG0013815	Pocillopora_acuta_HIv1_PredGene_g17207.t1	plut2.m8.28389.m1
OG0013819	Pocillopora_acuta_HIv1_PredGene_g16785.t1, Pocillopora_acuta_HIv1_PredGene_15836_t	plut2.m8.19916.m1
OG0013820	Pocillopora_acuta_HIv1_PredGene_g638.t1, Pocillopora_acuta_HIv1_PredGene_g30495.t1	plut2.m8.17165.m1
OG0013822	Pocillopora_acuta_HIv1_PredGene_g7167.t2, Pocillopora_acuta_HIv1_PredGene_g7167.t1	plut2.m8.17938.m1
OG0013823	Pocillopora_acuta_HIv1_PredGene_109_t, Pocillopora_acuta_HIv1_PredGene_g7116.t1	plut2.m8.7076.m1
OG0013824	Pocillopora_acuta_HIv1_PredGene_g7151.t1, Pocillopora_acuta_HIv1_PredGene_g7150.t1	plut2.m8.17902.m1
OG0013825	Pocillopora_acuta_HIv1_PredGene_g24701.t1	plut2.m8.27632.m1
OG0013826	Pocillopora_acuta_HIv1_PredGene_g18323.t1	plut2.m8.23888.m1
OG0013827	Pocillopora_acuta_HIv1_PredGene_12268_t, Pocillopora_acuta_HIv1_PredGene_g10008.t1, Pocillopora_acuta_HIv1_PredGene_g10007.t1	plut2.m8.991.m1
OG0013828	Pocillopora_acuta_HIv1_PredGene_8349_t, Pocillopora_acuta_HIv1_PredGene_g4768.t1	jamg1.model.Sc0000077.19
OG0013830	Pocillopora_acuta_HIv1_PredGene_g203.t1	plut2.m8.18783.m1
