Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0016401	Pocillopora_acuta_HIv1_PredGene_g12471.t1	Acerv_evm.model.Segkk2613_pilon.4
OG0016404	Pocillopora_acuta_HIv1_PredGene_g8302.t1	Acerv_evm.model.Segkk2624_pilon.7
OG0016405	Pocillopora_acuta_HIv1_PredGene_g4228.t1	Acerv_evm.model.Segkk2632_pilon.9
OG0016406	Pocillopora_acuta_HIv1_PredGene_g21905.t1	Acerv_evm.model.Segkk2634_pilon.4
OG0016407	Pocillopora_acuta_HIv1_PredGene_g213.t1	Acerv_evm.model.Segkk2642_pilon.8
OG0016408	Pocillopora_acuta_HIv1_PredGene_g30896.t1	Acerv_evm.model.Segkk2651_pilon.8
OG0016411	Pocillopora_acuta_HIv1_PredGene_g31391.t1	Acerv_evm.model.Segkk2671_pilon.2
OG0016413	Pocillopora_acuta_HIv1_PredGene_g28094.t1	Acerv_evm.model.Segkk2723_pilon.23
OG0016414	Pocillopora_acuta_HIv1_PredGene_g3359.t1	Acerv_evm.model.Segkk2737_pilon.6
OG0016415	Pocillopora_acuta_HIv1_PredGene_g13875.t1, Pocillopora_acuta_HIv1_PredGene_g5201.t1	Acerv_evm.model.Segkk2737_pilon.18
OG0016416	Pocillopora_acuta_HIv1_PredGene_g6333.t1	Acerv_evm.model.Segkk2749_pilon.3
OG0016417	Pocillopora_acuta_HIv1_PredGene_g16641.t1	Acerv_evm.model.Segkk2752_pilon.15
OG0016420	Pocillopora_acuta_HIv1_PredGene_g21813.t1	Acerv_evm.model.Segkk2758_pilon.25
OG0016422	Pocillopora_acuta_HIv1_PredGene_g27225.t1	Acerv_evm.model.Segkk2758_pilon.44
OG0016424	Pocillopora_acuta_HIv1_PredGene_g12490.t1, Pocillopora_acuta_HIv1_PredGene_g30587.t1	Acerv_evm.model.Segkk2762_pilon.1
OG0016427	Pocillopora_acuta_HIv1_PredGene_g33094.t1	Acerv_evm.model.Segkk2779_pilon.3
OG0016428	Pocillopora_acuta_HIv1_PredGene_g26353.t1	Acerv_evm.model.Segkk2785_pilon.4
OG0016429	Pocillopora_acuta_HIv1_PredGene_g13268.t1	Acerv_evm.model.Segkk2792_pilon.9
OG0016430	Pocillopora_acuta_HIv1_PredGene_g18399.t1	Acerv_evm.model.Segkk2797_pilon.1
OG0016431	Pocillopora_acuta_HIv1_PredGene_g3167.t1	Acerv_evm.model.Segkk2811_pilon.25
OG0016434	Pocillopora_acuta_HIv1_PredGene_g6420.t1	Acerv_evm.model.Segkk2821_pilon.8
OG0016436	Pocillopora_acuta_HIv1_PredGene_g31135.t1	Acerv_evm.model.Segkk2869_pilon.3
OG0016438	Pocillopora_acuta_HIv1_PredGene_g6111.t1	Acerv_evm.model.Segkk2871_pilon.3
OG0016441	Pocillopora_acuta_HIv1_PredGene_g17884.t1, Pocillopora_acuta_HIv1_PredGene_g17807.t1	Acerv_evm.model.Segkk2877_pilon.10
OG0016442	Pocillopora_acuta_HIv1_PredGene_g5877.t1	Acerv_evm.model.Segkk2879_pilon.6, Acerv_evm.model.Segkk3976_pilon.28
OG0016443	Pocillopora_acuta_HIv1_PredGene_g14632.t1	Acerv_evm.model.Segkk2891_pilon.4
OG0016444	Pocillopora_acuta_HIv1_PredGene_g1095.t1	Acerv_evm.model.Segkk2894_pilon.6
OG0016445	Pocillopora_acuta_HIv1_PredGene_g21720.t1	Acerv_evm.model.Segkk2898_pilon.6
OG0016446	Pocillopora_acuta_HIv1_PredGene_g31852.t3	Acerv_evm.model.Segkk2908_pilon.4
OG0016452	Pocillopora_acuta_HIv1_PredGene_g27659.t1	Acerv_evm.model.Segkk2978_pilon.23
OG0016454	Pocillopora_acuta_HIv1_PredGene_g10660.t1	Acerv_evm.model.Segkk3020_pilon.7
OG0016455	Pocillopora_acuta_HIv1_PredGene_g29428.t1	Acerv_evm.model.Segkk3028_pilon.13
OG0016456	Pocillopora_acuta_HIv1_PredGene_g6578.t1	Acerv_evm.model.Segkk3028_pilon.9
OG0016459	Pocillopora_acuta_HIv1_PredGene_g13444.t1, Pocillopora_acuta_HIv1_PredGene_g13826.t1	Acerv_evm.model.Segkk3056_pilon.24
OG0016460	Pocillopora_acuta_HIv1_PredGene_g24689.t1	Acerv_evm.model.Segkk3057_pilon.32, Acerv_evm.model.Segkk4286_pilon.2
OG0016464	Pocillopora_acuta_HIv1_PredGene_g10064.t1	Acerv_evm.model.Segkk3090_pilon.4
OG0016465	Pocillopora_acuta_HIv1_PredGene_11727_t, Pocillopora_acuta_HIv1_PredGene_g8375.t1	Acerv_evm.model.Segkk3093_pilon.13
OG0016467	Pocillopora_acuta_HIv1_PredGene_g2073.t1	Acerv_evm.model.Segkk3096_pilon.8
OG0016470	Pocillopora_acuta_HIv1_PredGene_g14113.t1	Acerv_evm.model.Segkk3110_pilon.9
OG0016471	Pocillopora_acuta_HIv1_PredGene_g5935.t1	Acerv_evm.model.Segkk3116_pilon.11
OG0016472	Pocillopora_acuta_HIv1_PredGene_g31093.t1	Acerv_evm.model.Segkk3116_pilon.3
OG0016473	Pocillopora_acuta_HIv1_PredGene_g24514.t4	Acerv_evm.model.Segkk3126_pilon.14
OG0016475	Pocillopora_acuta_HIv1_PredGene_g31027.t1	Acerv_evm.model.Segkk3141_pilon.4
OG0016476	Pocillopora_acuta_HIv1_PredGene_17770_t	Acerv_evm.model.Segkk3144_pilon.1
OG0016477	Pocillopora_acuta_HIv1_PredGene_g7938.t1	Acerv_evm.model.Segkk3165_pilon.16
OG0016478	Pocillopora_acuta_HIv1_PredGene_g7478.t1, Pocillopora_acuta_HIv1_PredGene_g7478.t2	Acerv_evm.model.Segkk3167_pilon.10
OG0016480	Pocillopora_acuta_HIv1_PredGene_g7578.t1	Acerv_evm.model.Segkk3192_pilon.25
OG0016481	Pocillopora_acuta_HIv1_PredGene_g26366.t1	Acerv_evm.model.Segkk3194_pilon.9, Acerv_evm.model.Segkk3318_pilon.3
OG0016482	Pocillopora_acuta_HIv1_PredGene_1668_t, Pocillopora_acuta_HIv1_PredGene_g990.t1	Acerv_evm.model.Segkk3197_pilon.28
OG0016483	Pocillopora_acuta_HIv1_PredGene_g26872.t1	Acerv_evm.model.Segkk3198_pilon.6
OG0016485	Pocillopora_acuta_HIv1_PredGene_g6791.t1, Pocillopora_acuta_HIv1_PredGene_g27674.t1	Acerv_evm.model.Segkk3233_pilon.29
OG0016488	Pocillopora_acuta_HIv1_PredGene_g12556.t1	Acerv_evm.model.Segkk3263_pilon.15
OG0016489	Pocillopora_acuta_HIv1_PredGene_g10921.t1	Acerv_evm.model.Segkk3265_pilon.5
OG0016490	Pocillopora_acuta_HIv1_PredGene_8084_t, Pocillopora_acuta_HIv1_PredGene_g12738.t1	Acerv_evm.model.Segkk3268_pilon.1
OG0016491	Pocillopora_acuta_HIv1_PredGene_g15748.t1	Acerv_evm.model.Segkk3271_pilon.10
OG0016492	Pocillopora_acuta_HIv1_PredGene_g16520.t1	Acerv_evm.model.Segkk3271_pilon.29
OG0016495	Pocillopora_acuta_HIv1_PredGene_g20811.t1	Acerv_evm.model.Segkk3306_pilon.13
OG0016497	Pocillopora_acuta_HIv1_PredGene_g16567.t1	Acerv_evm.model.Segkk3323_pilon.7
OG0016499	Pocillopora_acuta_HIv1_PredGene_g30863.t2, Pocillopora_acuta_HIv1_PredGene_g30863.t1	Acerv_evm.model.Segkk3327_pilon.12
OG0016502	Pocillopora_acuta_HIv1_PredGene_g6732.t1, Pocillopora_acuta_HIv1_PredGene_g14977.t1	Acerv_evm.model.Segkk3341_pilon.1
OG0016503	Pocillopora_acuta_HIv1_PredGene_g7326.t1	Acerv_evm.model.Segkk3349_pilon.2
OG0016504	Pocillopora_acuta_HIv1_PredGene_g7316.t1	Acerv_evm.model.Segkk3349_pilon.13
OG0016505	Pocillopora_acuta_HIv1_PredGene_g11223.t1	Acerv_evm.model.Segkk3356_pilon.7
OG0016506	Pocillopora_acuta_HIv1_PredGene_g5281.t1	Acerv_evm.model.Segkk3365_pilon.2
OG0016508	Pocillopora_acuta_HIv1_PredGene_g22477.t1	Acerv_evm.model.Segkk3397_pilon.10
OG0016511	Pocillopora_acuta_HIv1_PredGene_g13567.t1, Pocillopora_acuta_HIv1_PredGene_g15907.t1	Acerv_evm.model.Segkk3407_pilon.19
OG0016513	Pocillopora_acuta_HIv1_PredGene_g25928.t1, Pocillopora_acuta_HIv1_PredGene_g23336.t1	Acerv_evm.model.Segkk3410_pilon.12
OG0016514	Pocillopora_acuta_HIv1_PredGene_g13209.t1	Acerv_evm.model.Segkk3416_pilon.24
OG0016515	Pocillopora_acuta_HIv1_PredGene_g24366.t1, Pocillopora_acuta_HIv1_PredGene_g19395.t1	Acerv_evm.model.Segkk3418_pilon.8
OG0016518	Pocillopora_acuta_HIv1_PredGene_g32740.t1, Pocillopora_acuta_HIv1_PredGene_g22199.t1	Acerv_evm.model.Segkk3454_pilon.31
OG0016519	Pocillopora_acuta_HIv1_PredGene_g15292.t1	Acerv_evm.model.Segkk3456_pilon.21, Acerv_evm.model.Segkk3456_pilon.15
OG0016520	Pocillopora_acuta_HIv1_PredGene_g2650.t1	Acerv_evm.model.Segkk3456_pilon.16
OG0016523	Pocillopora_acuta_HIv1_PredGene_g15060.t1	Acerv_evm.model.Segkk3471_pilon.5
OG0016524	Pocillopora_acuta_HIv1_PredGene_g29993.t1	Acerv_evm.model.Segkk3481_pilon.14
OG0016525	Pocillopora_acuta_HIv1_PredGene_g30003.t1	Acerv_evm.model.Segkk3481_pilon.7
OG0016526	Pocillopora_acuta_HIv1_PredGene_g30004.t1	Acerv_evm.model.Segkk3481_pilon.8
OG0016529	Pocillopora_acuta_HIv1_PredGene_g10915.t1	Acerv_evm.model.Segkk3511_pilon.7
OG0016531	Pocillopora_acuta_HIv1_PredGene_g29341.t1	Acerv_evm.model.Segkk3522_pilon.7
OG0016532	Pocillopora_acuta_HIv1_PredGene_g29345.t1	Acerv_evm.model.Segkk3522_pilon.3
OG0016533	Pocillopora_acuta_HIv1_PredGene_g29346.t1	Acerv_evm.model.Segkk3522_pilon.2
OG0016534	Pocillopora_acuta_HIv1_PredGene_g14039.t1	Acerv_evm.model.Segkk3525_pilon.3
OG0016535	Pocillopora_acuta_HIv1_PredGene_g17102.t1	Acerv_evm.model.Segkk3537_pilon.16
OG0016536	Pocillopora_acuta_HIv1_PredGene_g17104.t1	Acerv_evm.model.Segkk3537_pilon.14
OG0016537	Pocillopora_acuta_HIv1_PredGene_g27343.t1	Acerv_evm.model.Segkk3537_pilon.9
OG0016540	Pocillopora_acuta_HIv1_PredGene_g31269.t1	Acerv_evm.model.Segkk3554_pilon.3
OG0016542	Pocillopora_acuta_HIv1_PredGene_g17635.t1	Acerv_evm.model.Segkk3592_pilon.9
OG0016543	Pocillopora_acuta_HIv1_PredGene_g17633.t1	Acerv_evm.model.Segkk3592_pilon.7
OG0016544	Pocillopora_acuta_HIv1_PredGene_g26012.t1	Acerv_evm.model.Segkk3615_pilon.13
OG0016547	Pocillopora_acuta_HIv1_PredGene_g25250.t1, Pocillopora_acuta_HIv1_PredGene_18094_t	Acerv_evm.model.Segkk3637_pilon.24
OG0016548	Pocillopora_acuta_HIv1_PredGene_g25273.t1	Acerv_evm.model.Segkk3637_pilon.51
OG0016549	Pocillopora_acuta_HIv1_PredGene_27898_t, Pocillopora_acuta_HIv1_PredGene_g32461.t1	Acerv_evm.model.Segkk3638_pilon.12
OG0016550	Pocillopora_acuta_HIv1_PredGene_g27756.t1	Acerv_evm.model.Segkk3640_pilon.5
OG0016552	Pocillopora_acuta_HIv1_PredGene_g14093.t1	Acerv_evm.model.Segkk3643_pilon.18
OG0016554	Pocillopora_acuta_HIv1_PredGene_g7061.t1	Acerv_evm.model.Segkk3643_pilon.6
OG0016556	Pocillopora_acuta_HIv1_PredGene_g20208.t1	Acerv_evm.model.Segkk3664_pilon.6
OG0016557	Pocillopora_acuta_HIv1_PredGene_g13547.t1, Pocillopora_acuta_HIv1_PredGene_g1066.t1	Acerv_evm.model.Segkk3672_pilon.7
OG0016558	Pocillopora_acuta_HIv1_PredGene_g19086.t1	Acerv_evm.model.Segkk3673_pilon.3
OG0016559	Pocillopora_acuta_HIv1_PredGene_g2690.t1	Acerv_evm.model.Segkk3674_pilon.2
OG0016560	Pocillopora_acuta_HIv1_PredGene_g25933.t1	Acerv_evm.model.Segkk3684_pilon.27
OG0016561	Pocillopora_acuta_HIv1_PredGene_g33516.t1	Acerv_evm.model.Segkk3684_pilon.5, Acerv_evm.model.Segkk3684_pilon.4
OG0016562	Pocillopora_acuta_HIv1_PredGene_g30735.t1	Acerv_evm.model.Segkk3688_pilon.1
OG0016565	Pocillopora_acuta_HIv1_PredGene_g13735.t1, Pocillopora_acuta_HIv1_PredGene_14579_t	Acerv_evm.model.Segkk3730_pilon.22
OG0016566	Pocillopora_acuta_HIv1_PredGene_g6637.t1	Acerv_evm.model.Segkk3730_pilon.10
OG0016568	Pocillopora_acuta_HIv1_PredGene_g28716.t1, Pocillopora_acuta_HIv1_PredGene_g8823.t1	Acerv_evm.model.Segkk3763_pilon.12
OG0016570	Pocillopora_acuta_HIv1_PredGene_g29054.t1, Pocillopora_acuta_HIv1_PredGene_g29053.t1	Acerv_evm.model.Segkk3778_pilon.10
OG0016572	Pocillopora_acuta_HIv1_PredGene_g19148.t1, Pocillopora_acuta_HIv1_PredGene_g27359.t1	Acerv_evm.model.Segkk3784_pilon.6
OG0016574	Pocillopora_acuta_HIv1_PredGene_g18748.t1	Acerv_evm.model.Segkk3804_pilon.3
OG0016576	Pocillopora_acuta_HIv1_PredGene_g32836.t1	Acerv_evm.model.Segkk3819_pilon.15
OG0016577	Pocillopora_acuta_HIv1_PredGene_g32677.t1	Acerv_evm.model.Segkk3820_pilon.1
OG0016578	Pocillopora_acuta_HIv1_PredGene_g26525.t1	Acerv_evm.model.Segkk3822_pilon.2
OG0016580	Pocillopora_acuta_HIv1_PredGene_g20163.t1	Acerv_evm.model.Segkk3857_pilon.15
OG0016581	Pocillopora_acuta_HIv1_PredGene_g18041.t1	Acerv_evm.model.Segkk3861_pilon.3
OG0016582	Pocillopora_acuta_HIv1_PredGene_g31053.t1	Acerv_evm.model.Segkk3871_pilon.7
OG0016583	Pocillopora_acuta_HIv1_PredGene_g28089.t1	Acerv_evm.model.Segkk3874_pilon.1
OG0016585	Pocillopora_acuta_HIv1_PredGene_g9413.t1	Acerv_evm.model.Segkk3905_pilon.1
OG0016586	Pocillopora_acuta_HIv1_PredGene_g5519.t1	Acerv_evm.model.Segkk3905_pilon.2
OG0016588	Pocillopora_acuta_HIv1_PredGene_g28702.t1	Acerv_evm.model.Segkk3935_pilon.55
OG0016591	Pocillopora_acuta_HIv1_PredGene_g12134.t1	Acerv_evm.model.Segkk3973_pilon.11
OG0016592	Pocillopora_acuta_HIv1_PredGene_g7705.t1	Acerv_evm.model.Segkk3975_pilon.1
OG0016593	Pocillopora_acuta_HIv1_PredGene_g14005.t1	Acerv_evm.model.Segkk3976_pilon.40
OG0016595	Pocillopora_acuta_HIv1_PredGene_g24134.t1, Pocillopora_acuta_HIv1_PredGene_g29310.t1	Acerv_evm.model.Segkk3976_pilon.38
OG0016596	Pocillopora_acuta_HIv1_PredGene_g8989.t1	Acerv_evm.model.Segkk3987_pilon.17
OG0016598	Pocillopora_acuta_HIv1_PredGene_g28554.t1	Acerv_evm.model.Segkk3999_pilon.30
OG0016599	Pocillopora_acuta_HIv1_PredGene_g30100.t1	Acerv_evm.model.Segkk3999_pilon.33
OG0016602	Pocillopora_acuta_HIv1_PredGene_g16561.t1	Acerv_evm.model.Segkk4006_pilon.14
OG0016603	Pocillopora_acuta_HIv1_PredGene_g28420.t1	Acerv_evm.model.Segkk4011_pilon.2
OG0016604	Pocillopora_acuta_HIv1_PredGene_g28419.t1	Acerv_evm.model.Segkk4011_pilon.1
OG0016605	Pocillopora_acuta_HIv1_PredGene_g25628.t1	Acerv_evm.model.Segkk4012_pilon.4
OG0016606	Pocillopora_acuta_HIv1_PredGene_g25640.t1	Acerv_evm.model.Segkk4012_pilon.20
OG0016612	Pocillopora_acuta_HIv1_PredGene_g10681.t1	Acerv_evm.model.Segkk4047_pilon.2
OG0016616	Pocillopora_acuta_HIv1_PredGene_g30537.t1	Acerv_evm.model.Segkk4084_pilon.2
OG0016619	Pocillopora_acuta_HIv1_PredGene_g14254.t1	Acerv_evm.model.Segkk4106_pilon.7
OG0016620	Pocillopora_acuta_HIv1_PredGene_g3445.t1	Acerv_evm.model.Segkk4108_pilon.6
OG0016621	Pocillopora_acuta_HIv1_PredGene_g26724.t1	Acerv_evm.model.Segkk4111_pilon.4
OG0016623	Pocillopora_acuta_HIv1_PredGene_g25609.t1	Acerv_evm.model.Segkk4117_pilon.1
OG0016624	Pocillopora_acuta_HIv1_PredGene_g15065.t1	Acerv_evm.model.Segkk4121_pilon.3
OG0016625	Pocillopora_acuta_HIv1_PredGene_g15069.t1	Acerv_evm.model.Segkk4121_pilon.6
OG0016627	Pocillopora_acuta_HIv1_PredGene_g20307.t1	Acerv_evm.model.Segkk4124_pilon.16
OG0016632	Pocillopora_acuta_HIv1_PredGene_g18513.t1	Acerv_evm.model.Segkk4144_pilon.3
OG0016633	Pocillopora_acuta_HIv1_PredGene_g84.t1	Acerv_evm.model.Segkk4206_pilon.1
OG0016634	Pocillopora_acuta_HIv1_PredGene_g13288.t1, Pocillopora_acuta_HIv1_PredGene_g28823.t1	Acerv_evm.model.Segkk4220_pilon.1
OG0016635	Pocillopora_acuta_HIv1_PredGene_g18126.t1, Pocillopora_acuta_HIv1_PredGene_g30994.t1	Acerv_evm.model.Segkk4236_pilon.1
OG0016637	Pocillopora_acuta_HIv1_PredGene_g30140.t1	Acerv_evm.model.Segkk4249_pilon.8
OG0016639	Pocillopora_acuta_HIv1_PredGene_g7354.t1	Acerv_evm.model.Segkk4300_pilon.4
OG0016641	Pocillopora_acuta_HIv1_PredGene_g17826.t1	Acerv_evm.model.Segkk4308_pilon.16
OG0016642	Pocillopora_acuta_HIv1_PredGene_g16222.t1	Acerv_evm.model.Segkk4309_pilon.21
OG0016644	Pocillopora_acuta_HIv1_PredGene_g29819.t1	Acerv_evm.model.Segkk4320_pilon.4
OG0016645	Pocillopora_acuta_HIv1_PredGene_g8294.t1	Acerv_evm.model.Segkk4331_pilon.2
OG0016647	Pocillopora_acuta_HIv1_PredGene_g19917.t1	Acerv_evm.model.Segkk4336_pilon.5
OG0016648	Pocillopora_acuta_HIv1_PredGene_g25030.t1	Acerv_evm.model.Segkk4342_pilon.7
OG0016649	Pocillopora_acuta_HIv1_PredGene_g21036.t1	Acerv_evm.model.Segkk4374_pilon.4
OG0017548	Pocillopora_acuta_HIv1_PredGene_g11087.t1	Acerv_evm.model.Segkk21_pilon.6
OG0017551	Pocillopora_acuta_HIv1_PredGene_g30560.t1	Acerv_evm.model.Segkk38_pilon.4
OG0017555	Pocillopora_acuta_HIv1_PredGene_g23911.t1	Acerv_evm.model.Segkk76_pilon.9
OG0017556	Pocillopora_acuta_HIv1_PredGene_g22086.t1	Acerv_evm.model.Segkk76_pilon.12
OG0017557	Pocillopora_acuta_HIv1_PredGene_g20083.t1	Acerv_evm.model.Segkk96_pilon.3
OG0017559	Pocillopora_acuta_HIv1_PredGene_g24425.t1	Acerv_evm.model.Segkk117_pilon.16
OG0017564	Pocillopora_acuta_HIv1_PredGene_g19941.t1	Acerv_evm.model.Segkk190_pilon.12
OG0017566	Pocillopora_acuta_HIv1_PredGene_g27899.t1	Acerv_evm.model.Segkk230_pilon.15
OG0017569	Pocillopora_acuta_HIv1_PredGene_g11265.t1	Acerv_evm.model.Segkk234_pilon.9
OG0017570	Pocillopora_acuta_HIv1_PredGene_g4903.t1	Acerv_evm.model.Segkk236_pilon.9
OG0017571	Pocillopora_acuta_HIv1_PredGene_g15305.t1	Acerv_evm.model.Segkk236_pilon.4
OG0017574	Pocillopora_acuta_HIv1_PredGene_g28821.t1	Acerv_evm.model.Segkk252_pilon.24
OG0017575	Pocillopora_acuta_HIv1_PredGene_g8016.t1	Acerv_evm.model.Segkk252_pilon.20
OG0017583	Pocillopora_acuta_HIv1_PredGene_g1224.t1	Acerv_evm.model.Segkk270_pilon.2
OG0017584	Pocillopora_acuta_HIv1_PredGene_g1220.t1	Acerv_evm.model.Segkk270_pilon.6
OG0017587	Pocillopora_acuta_HIv1_PredGene_g26568.t1	Acerv_evm.model.Segkk301_pilon.19
OG0017593	Pocillopora_acuta_HIv1_PredGene_2785_t	Acerv_evm.model.Segkk327_pilon.40
OG0017598	Pocillopora_acuta_HIv1_PredGene_g15979.t1	Acerv_evm.model.Segkk379_pilon.5
OG0017605	Pocillopora_acuta_HIv1_PredGene_g377.t1	Acerv_evm.model.Segkk464_pilon.23
OG0017606	Pocillopora_acuta_HIv1_PredGene_g28638.t1	Acerv_evm.model.Segkk464_pilon.20
OG0017609	Pocillopora_acuta_HIv1_PredGene_g10817.t1	Acerv_evm.model.Segkk469_pilon.40
OG0017611	Pocillopora_acuta_HIv1_PredGene_g33518.t1	Acerv_evm.model.Segkk473_pilon.22
OG0017616	Pocillopora_acuta_HIv1_PredGene_g22878.t1	Acerv_evm.model.Segkk524_pilon.19
OG0017622	Pocillopora_acuta_HIv1_PredGene_g32986.t1	Acerv_evm.model.Segkk556_pilon.1
OG0017623	Pocillopora_acuta_HIv1_PredGene_g8470.t1	Acerv_evm.model.Segkk577_pilon.5
OG0017624	Pocillopora_acuta_HIv1_PredGene_g8139.t1	Acerv_evm.model.Segkk580_pilon.24
OG0017629	Pocillopora_acuta_HIv1_PredGene_g2837.t1	Acerv_evm.model.Segkk587_pilon.7
OG0017640	Pocillopora_acuta_HIv1_PredGene_g30412.t1	Acerv_evm.model.Segkk655_pilon.7
OG0017641	Pocillopora_acuta_HIv1_PredGene_g8368.t1	Acerv_evm.model.Segkk656_pilon.3
OG0017642	Pocillopora_acuta_HIv1_PredGene_g8356.t1	Acerv_evm.model.Segkk657_pilon.11
OG0017650	Pocillopora_acuta_HIv1_PredGene_g8605.t1	Acerv_evm.model.Segkk675_pilon.7
OG0017651	Pocillopora_acuta_HIv1_PredGene_g9407.t1	Acerv_evm.model.Segkk679_pilon.12
OG0017658	Pocillopora_acuta_HIv1_PredGene_g19258.t1	Acerv_evm.model.Segkk719_pilon.7
OG0017665	Pocillopora_acuta_HIv1_PredGene_g19937.t1	Acerv_evm.model.Segkk817_pilon.12
OG0017666	Pocillopora_acuta_HIv1_PredGene_g10139.t1	Acerv_evm.model.Segkk817_pilon.13
OG0017667	Pocillopora_acuta_HIv1_PredGene_g18342.t1	Acerv_evm.model.Segkk820_pilon.19
OG0017668	Pocillopora_acuta_HIv1_PredGene_g29595.t1	Acerv_evm.model.Segkk824_pilon.16
OG0017671	Pocillopora_acuta_HIv1_PredGene_g8807.t1	Acerv_evm.model.Segkk824_pilon.2
OG0017673	Pocillopora_acuta_HIv1_PredGene_g24825.t1	Acerv_evm.model.Segkk826_pilon.9
OG0017678	Pocillopora_acuta_HIv1_PredGene_g16660.t1	Acerv_evm.model.Segkk873_pilon.36
OG0017680	Pocillopora_acuta_HIv1_PredGene_g17799.t1	Acerv_evm.model.Segkk879_pilon.3
OG0017681	Pocillopora_acuta_HIv1_PredGene_3068_t	Acerv_evm.model.Segkk892_pilon.1
OG0017686	Pocillopora_acuta_HIv1_PredGene_g10279.t1	Acerv_evm.model.Segkk900_pilon.11
OG0017696	Pocillopora_acuta_HIv1_PredGene_g30815.t1	Acerv_evm.model.Segkk968_pilon.48
OG0017699	Pocillopora_acuta_HIv1_PredGene_g21482.t1	Acerv_evm.model.Segkk971_pilon.45
OG0017701	Pocillopora_acuta_HIv1_PredGene_g28047.t1	Acerv_evm.model.Segkk971_pilon.1
OG0017706	Pocillopora_acuta_HIv1_PredGene_g21240.t1	Acerv_evm.model.Segkk993_pilon.72
OG0017712	Pocillopora_acuta_HIv1_PredGene_g9613.t1	Acerv_evm.model.Segkk1003_pilon.71
OG0017714	Pocillopora_acuta_HIv1_PredGene_g25081.t1	Acerv_evm.model.Segkk1003_pilon.28
OG0017715	Pocillopora_acuta_HIv1_PredGene_g8458.t1	Acerv_evm.model.Segkk1003_pilon.23
OG0017717	Pocillopora_acuta_HIv1_PredGene_g20365.t1	Acerv_evm.model.Segkk1016_pilon.11
OG0017723	Pocillopora_acuta_HIv1_PredGene_g11856.t1	Acerv_evm.model.Segkk1050_pilon.24
OG0017724	Pocillopora_acuta_HIv1_PredGene_g2622.t1	Acerv_evm.model.Segkk1050_pilon.23
OG0017727	Pocillopora_acuta_HIv1_PredGene_g9889.t1	Acerv_evm.model.Segkk1071_pilon.13
OG0017731	Pocillopora_acuta_HIv1_PredGene_g24004.t1	Acerv_evm.model.Segkk1078_pilon.58
OG0017732	Pocillopora_acuta_HIv1_PredGene_g15381.t1	Acerv_evm.model.Segkk1078_pilon.84
OG0017734	Pocillopora_acuta_HIv1_PredGene_g8329.t1	Acerv_evm.model.Segkk1078_pilon.75
OG0017736	Pocillopora_acuta_HIv1_PredGene_g32213.t1	Acerv_evm.model.Segkk1103_pilon.2
OG0017740	Pocillopora_acuta_HIv1_PredGene_g5900.t1	Acerv_evm.model.Segkk1151_pilon.15
OG0017741	Pocillopora_acuta_HIv1_PredGene_g29586.t1	Acerv_evm.model.Segkk1153_pilon.12
OG0017743	Pocillopora_acuta_HIv1_PredGene_g9543.t1	Acerv_evm.model.Segkk1166_pilon.7
OG0017745	Pocillopora_acuta_HIv1_PredGene_g7613.t1	Acerv_evm.model.Segkk1169_pilon.14
OG0017751	Pocillopora_acuta_HIv1_PredGene_g31069.t1	Acerv_evm.model.Segkk1222_pilon.17
OG0017752	Pocillopora_acuta_HIv1_PredGene_g23055.t1	Acerv_evm.model.Segkk1222_pilon.13
OG0017754	Pocillopora_acuta_HIv1_PredGene_g46.t1	Acerv_evm.model.Segkk1225_pilon.6
OG0017760	Pocillopora_acuta_HIv1_PredGene_g11246.t1	Acerv_evm.model.Segkk1252_pilon.13
OG0017761	Pocillopora_acuta_HIv1_PredGene_g20708.t1	Acerv_evm.model.Segkk1264_pilon.1
OG0017762	Pocillopora_acuta_HIv1_PredGene_g15814.t1	Acerv_evm.model.Segkk1279_pilon.23
OG0017763	Pocillopora_acuta_HIv1_PredGene_g20414.t1	Acerv_evm.model.Segkk1279_pilon.3
OG0017764	Pocillopora_acuta_HIv1_PredGene_g10450.t1	Acerv_evm.model.Segkk1279_pilon.16
OG0017767	Pocillopora_acuta_HIv1_PredGene_g27978.t1	Acerv_evm.model.Segkk1288_pilon.30
OG0017769	Pocillopora_acuta_HIv1_PredGene_g24796.t1	Acerv_evm.model.Segkk1296_pilon.3
OG0017771	Pocillopora_acuta_HIv1_PredGene_g19230.t1	Acerv_evm.model.Segkk1316_pilon.14
OG0017774	Pocillopora_acuta_HIv1_PredGene_g17798.t1	Acerv_evm.model.Segkk1335_pilon.1
OG0017780	Pocillopora_acuta_HIv1_PredGene_g18691.t1	Acerv_evm.model.Segkk1375_pilon.19
OG0017782	Pocillopora_acuta_HIv1_PredGene_g12661.t1	Acerv_evm.model.Segkk1432_pilon.4
OG0017783	Pocillopora_acuta_HIv1_PredGene_g7751.t1	Acerv_evm.model.Segkk1436_pilon.5
OG0017785	Pocillopora_acuta_HIv1_PredGene_12570_t	Acerv_evm.model.Segkk1443_pilon.8
OG0017786	Pocillopora_acuta_HIv1_PredGene_g23395.t1	Acerv_evm.model.Segkk1451_pilon.38
OG0017792	Pocillopora_acuta_HIv1_PredGene_g31922.t1	Acerv_evm.model.Segkk1488_pilon.10
